"SUBJECT","LOCATION","FREQUENCY","TIME","Unit Code","PowerCode Code","Reference Period Code","Value","Flag Codes"
"LOLITOAA","USA","M","2007-06","IDX","0",,102.2213,
"LOLITOAA","USA","M","2007-07","IDX","0",,102.2027,
"LOLITOAA","USA","M","2007-08","IDX","0",,102.1209,
"LOLITOAA","USA","M","2007-09","IDX","0",,102.0055,
"LOLITOAA","USA","M","2007-10","IDX","0",,101.8779,
"LOLITOAA","USA","M","2007-11","IDX","0",,101.7437,
"LOLITOAA","USA","M","2007-12","IDX","0",,101.6152,
"LOLITOAA","USA","M","2008-01","IDX","0",,101.4814,
"LOLITOAA","USA","M","2008-02","IDX","0",,101.3281,
"LOLITOAA","USA","M","2008-03","IDX","0",,101.1555,
"LOLITOAA","USA","M","2008-04","IDX","0",,100.9424,
"LOLITOAA","USA","M","2008-05","IDX","0",,100.6582,
"LOLITOAA","USA","M","2008-06","IDX","0",,100.2592,
"LOLITOAA","USA","M","2008-07","IDX","0",,99.71166,
"LOLITOAA","USA","M","2008-08","IDX","0",,99.00082,
"LOLITOAA","USA","M","2008-09","IDX","0",,98.14126,
"LOLITOAA","USA","M","2008-10","IDX","0",,97.19701,
"LOLITOAA","USA","M","2008-11","IDX","0",,96.29475,
"LOLITOAA","USA","M","2008-12","IDX","0",,95.53822,
"LOLITOAA","USA","M","2009-01","IDX","0",,94.99268,
"LOLITOAA","USA","M","2009-02","IDX","0",,94.69584,
"LOLITOAA","USA","M","2009-03","IDX","0",,94.66498,
"LOLITOAA","USA","M","2009-04","IDX","0",,94.88721,
"LOLITOAA","USA","M","2009-05","IDX","0",,95.28821,
"LOLITOAA","USA","M","2009-06","IDX","0",,95.79684,
"LOLITOAA","USA","M","2009-07","IDX","0",,96.35055,
"LOLITOAA","USA","M","2009-08","IDX","0",,96.90929,
"LOLITOAA","USA","M","2009-09","IDX","0",,97.44329,
"LOLITOAA","USA","M","2009-10","IDX","0",,97.9364,
"LOLITOAA","USA","M","2009-11","IDX","0",,98.38863,
"LOLITOAA","USA","M","2009-12","IDX","0",,98.80433,
"LOLITOAA","USA","M","2010-01","IDX","0",,99.16388,
"LOLITOAA","USA","M","2010-02","IDX","0",,99.43394,
"LOLITOAA","USA","M","2010-03","IDX","0",,99.6159,
"LOLITOAA","USA","M","2010-04","IDX","0",,99.69128,
"LOLITOAA","USA","M","2010-05","IDX","0",,99.67028,
"LOLITOAA","USA","M","2010-06","IDX","0",,99.59365,
"LOLITOAA","USA","M","2010-07","IDX","0",,99.52773,
"LOLITOAA","USA","M","2010-08","IDX","0",,99.52431,
"LOLITOAA","USA","M","2010-09","IDX","0",,99.59496,
"LOLITOAA","USA","M","2010-10","IDX","0",,99.72469,
"LOLITOAA","USA","M","2010-11","IDX","0",,99.906,
"LOLITOAA","USA","M","2010-12","IDX","0",,100.0986,
"LOLITOAA","USA","M","2011-01","IDX","0",,100.2598,
"LOLITOAA","USA","M","2011-02","IDX","0",,100.3531,
"LOLITOAA","USA","M","2011-03","IDX","0",,100.3421,
"LOLITOAA","USA","M","2011-04","IDX","0",,100.2256,
"LOLITOAA","USA","M","2011-05","IDX","0",,100.0176,
"LOLITOAA","USA","M","2011-06","IDX","0",,99.73845,
"LOLITOAA","USA","M","2011-07","IDX","0",,99.43954,
"LOLITOAA","USA","M","2011-08","IDX","0",,99.18961,
"LOLITOAA","USA","M","2011-09","IDX","0",,99.05982,
"LOLITOAA","USA","M","2011-10","IDX","0",,99.08298,
"LOLITOAA","USA","M","2011-11","IDX","0",,99.23521,
"LOLITOAA","USA","M","2011-12","IDX","0",,99.46138,
"LOLITOAA","USA","M","2012-01","IDX","0",,99.68711,
"LOLITOAA","USA","M","2012-02","IDX","0",,99.84805,
"LOLITOAA","USA","M","2012-03","IDX","0",,99.91734,
"LOLITOAA","USA","M","2012-04","IDX","0",,99.89857,
"LOLITOAA","USA","M","2012-05","IDX","0",,99.81327,
"LOLITOAA","USA","M","2012-06","IDX","0",,99.70155,
"LOLITOAA","USA","M","2012-07","IDX","0",,99.61653,
"LOLITOAA","USA","M","2012-08","IDX","0",,99.5836,
"LOLITOAA","USA","M","2012-09","IDX","0",,99.61578,
"LOLITOAA","USA","M","2012-10","IDX","0",,99.68896,
"LOLITOAA","USA","M","2012-11","IDX","0",,99.78637,
"LOLITOAA","USA","M","2012-12","IDX","0",,99.91251,
"LOLITOAA","USA","M","2013-01","IDX","0",,100.0588,
"LOLITOAA","USA","M","2013-02","IDX","0",,100.2073,
"LOLITOAA","USA","M","2013-03","IDX","0",,100.3347,
"LOLITOAA","USA","M","2013-04","IDX","0",,100.4549,
"LOLITOAA","USA","M","2013-05","IDX","0",,100.5738,
"LOLITOAA","USA","M","2013-06","IDX","0",,100.6683,
"LOLITOAA","USA","M","2013-07","IDX","0",,100.7245,
"LOLITOAA","USA","M","2013-08","IDX","0",,100.7537,
"LOLITOAA","USA","M","2013-09","IDX","0",,100.7647,
"LOLITOAA","USA","M","2013-10","IDX","0",,100.7665,
"LOLITOAA","USA","M","2013-11","IDX","0",,100.7678,
"LOLITOAA","USA","M","2013-12","IDX","0",,100.7589,
"LOLITOAA","USA","M","2014-01","IDX","0",,100.7445,
"LOLITOAA","USA","M","2014-02","IDX","0",,100.7576,
"LOLITOAA","USA","M","2014-03","IDX","0",,100.8015,
"LOLITOAA","USA","M","2014-04","IDX","0",,100.8587,
"LOLITOAA","USA","M","2014-05","IDX","0",,100.9132,
"LOLITOAA","USA","M","2014-06","IDX","0",,100.9598,
"LOLITOAA","USA","M","2014-07","IDX","0",,100.9893,
"LOLITOAA","USA","M","2014-08","IDX","0",,101.0042,
"LOLITOAA","USA","M","2014-09","IDX","0",,101.0033,
"LOLITOAA","USA","M","2014-10","IDX","0",,100.9752,
"LOLITOAA","USA","M","2014-11","IDX","0",,100.9238,
"LOLITOAA","USA","M","2014-12","IDX","0",,100.8451,
"LOLITOAA","USA","M","2015-01","IDX","0",,100.7455,
"LOLITOAA","USA","M","2015-02","IDX","0",,100.6371,
"LOLITOAA","USA","M","2015-03","IDX","0",,100.5294,
"LOLITOAA","USA","M","2015-04","IDX","0",,100.4254,
"LOLITOAA","USA","M","2015-05","IDX","0",,100.3156,
"LOLITOAA","USA","M","2015-06","IDX","0",,100.1945,
"LOLITOAA","USA","M","2015-07","IDX","0",,100.0329,
"LOLITOAA","USA","M","2015-08","IDX","0",,99.84364,
"LOLITOAA","USA","M","2015-09","IDX","0",,99.65855,
"LOLITOAA","USA","M","2015-10","IDX","0",,99.50788,
"LOLITOAA","USA","M","2015-11","IDX","0",,99.3832,
"LOLITOAA","USA","M","2015-12","IDX","0",,99.27185,
"LOLITOAA","USA","M","2016-01","IDX","0",,99.17865,
"LOLITOAA","USA","M","2016-02","IDX","0",,99.11655,
"LOLITOAA","USA","M","2016-03","IDX","0",,99.09569,
"LOLITOAA","USA","M","2016-04","IDX","0",,99.10058,
"LOLITOAA","USA","M","2016-05","IDX","0",,99.11667,
"LOLITOAA","USA","M","2016-06","IDX","0",,99.13175,
"LOLITOAA","USA","M","2016-07","IDX","0",,99.15694,
"LOLITOAA","USA","M","2016-08","IDX","0",,99.20707,
"LOLITOAA","USA","M","2016-09","IDX","0",,99.29433,
"LOLITOAA","USA","M","2016-10","IDX","0",,99.41796,
"LOLITOAA","USA","M","2016-11","IDX","0",,99.55742,
"LOLITOAA","USA","M","2016-12","IDX","0",,99.69236,
"LOLITOAA","USA","M","2017-01","IDX","0",,99.79878,
"LOLITOAA","USA","M","2017-02","IDX","0",,99.86906,
"LOLITOAA","USA","M","2017-03","IDX","0",,99.90939,
"LOLITOAA","USA","M","2017-04","IDX","0",,99.93367,
"LOLITOAA","USA","M","2017-05","IDX","0",,99.96219,
"LOLITOAA","USA","M","2017-06","IDX","0",,100.0035,
"LOLITOAA","USA","M","2017-07","IDX","0",,100.0545,
"LOLITOAA","USA","M","2017-08","IDX","0",,100.1328,
"LOLITOAA","USA","M","2017-09","IDX","0",,100.2309,
"LOLITOAA","USA","M","2017-10","IDX","0",,100.3356,
"LOLITOAA","USA","M","2017-11","IDX","0",,100.4323,
"LOLITOAA","USA","M","2017-12","IDX","0",,100.5223,
"LOLITOAA","USA","M","2018-01","IDX","0",,100.6176,
"LOLITOAA","USA","M","2018-02","IDX","0",,100.7134,
"LOLITOAA","USA","M","2018-03","IDX","0",,100.7801,
"LOLITOAA","USA","M","2018-04","IDX","0",,100.807,
"LOLITOAA","USA","M","2018-05","IDX","0",,100.8016,
"LOLITOAA","USA","M","2018-06","IDX","0",,100.7702,
"LOLITOAA","USA","M","2018-07","IDX","0",,100.7148,
"LOLITOAA","USA","M","2018-08","IDX","0",,100.633,
"LOLITOAA","USA","M","2018-09","IDX","0",,100.5047,
"LOLITOAA","USA","M","2018-10","IDX","0",,100.3311,
"LOLITOAA","USA","M","2018-11","IDX","0",,100.1378,
"LOLITOAA","USA","M","2018-12","IDX","0",,99.95415,
"LOLITOAA","USA","M","2019-01","IDX","0",,99.80085,
"LOLITOAA","USA","M","2019-02","IDX","0",,99.68435,
"LOLITOAA","USA","M","2019-03","IDX","0",,99.59672,
"LOLITOAA","USA","M","2019-04","IDX","0",,99.50861,
"LOLITOAA","USA","M","2019-05","IDX","0",,99.41288,
"LOLITOAA","USA","M","2019-06","IDX","0",,99.3142,
"LOLITOAA","USA","M","2019-07","IDX","0",,99.21872,
"LOLITOAA","USA","M","2019-08","IDX","0",,99.13801,
"LOLITOAA","USA","M","2019-09","IDX","0",,99.1011,
"LOLITOAA","USA","M","2019-10","IDX","0",,99.09805,
"LOLITOAA","USA","M","2019-11","IDX","0",,99.10062,
"LOLITOAA","USA","M","2019-12","IDX","0",,99.08285,
"LOLITOAA","USA","M","2020-01","IDX","0",,99.01617,
"LOLITOAA","USA","M","2020-02","IDX","0",,98.88946,
"LOLITOAA","USA","M","2020-03","IDX","0",,97.05176,
"LOLITOAA","USA","M","2020-04","IDX","0",,92.23092,
"LOLITOAA","USA","M","2020-05","IDX","0",,93.77561,
"LOLITOAA","USA","M","2020-06","IDX","0",,95.71313,
"LOLITOAA","USA","M","2020-07","IDX","0",,97.2706,
"LOLITOAA","USA","M","2020-08","IDX","0",,97.93082,
"LOLITOAA","USA","M","2020-09","IDX","0",,98.19913,
"LOLITOAA","USA","M","2020-10","IDX","0",,98.53953,
"LOLITOAA","USA","M","2020-11","IDX","0",,98.91795,
"LOLITOAA","USA","M","2020-12","IDX","0",,99.31595,
"LOLITOAA","USA","M","2021-01","IDX","0",,99.66631,
"LOLITOAA","USA","M","2021-02","IDX","0",,100.0159,
"LOLITOAA","USA","M","2021-03","IDX","0",,100.3094,
"LOLITOAA","USA","M","2021-04","IDX","0",,100.5365,
"LOLITOAA","USA","M","2021-05","IDX","0",,100.5609,
"LOLITOAA","USA","M","2021-06","IDX","0",,100.5146,
"LOLITOAA","USA","M","2021-07","IDX","0",,100.4166,
"LOLITOAA","USA","M","2021-08","IDX","0",,100.2987,
"LOLITOAA","USA","M","2021-09","IDX","0",,100.1972,
"LOLITOAA","USA","M","2021-10","IDX","0",,100.1204,
"LOLITOAA","USA","M","2021-11","IDX","0",,100.07,
"LOLITOAA","USA","M","2021-12","IDX","0",,100.0382,
"LOLITOAA","USA","M","2022-01","IDX","0",,100.0239,
"LOLITOAA","USA","M","2022-02","IDX","0",,100.0371,
"LOLITOAA","USA","M","2022-03","IDX","0",,100.0779,
"LOLITOAA","USA","M","2022-04","IDX","0",,100.1464,
"LOLITOAA","G-7","M","2000-01","IDX","0",,101.3689,
"LOLITOAA","G-7","M","2000-02","IDX","0",,101.4002,
"LOLITOAA","G-7","M","2000-03","IDX","0",,101.4037,
"LOLITOAA","G-7","M","2000-04","IDX","0",,101.3802,
"LOLITOAA","G-7","M","2000-05","IDX","0",,101.3261,
"LOLITOAA","G-7","M","2000-06","IDX","0",,101.2476,
"LOLITOAA","G-7","M","2000-07","IDX","0",,101.1458,
"LOLITOAA","G-7","M","2000-08","IDX","0",,101.0128,
"LOLITOAA","G-7","M","2000-09","IDX","0",,100.8447,
"LOLITOAA","G-7","M","2000-10","IDX","0",,100.6345,
"LOLITOAA","G-7","M","2000-11","IDX","0",,100.3852,
"LOLITOAA","G-7","M","2000-12","IDX","0",,100.104,
"LOLITOAA","G-7","M","2001-01","IDX","0",,99.81741,
"LOLITOAA","G-7","M","2001-02","IDX","0",,99.55943,
"LOLITOAA","G-7","M","2001-03","IDX","0",,99.34409,
"LOLITOAA","G-7","M","2001-04","IDX","0",,99.17026,
"LOLITOAA","G-7","M","2001-05","IDX","0",,99.02793,
"LOLITOAA","G-7","M","2001-06","IDX","0",,98.88504,
"LOLITOAA","G-7","M","2001-07","IDX","0",,98.73392,
"LOLITOAA","G-7","M","2001-08","IDX","0",,98.58511,
"LOLITOAA","G-7","M","2001-09","IDX","0",,98.46996,
"LOLITOAA","G-7","M","2001-10","IDX","0",,98.44175,
"LOLITOAA","G-7","M","2001-11","IDX","0",,98.52361,
"LOLITOAA","G-7","M","2001-12","IDX","0",,98.70119,
"LOLITOAA","G-7","M","2002-01","IDX","0",,98.93379,
"LOLITOAA","G-7","M","2002-02","IDX","0",,99.1759,
"LOLITOAA","G-7","M","2002-03","IDX","0",,99.37754,
"LOLITOAA","G-7","M","2002-04","IDX","0",,99.49169,
"LOLITOAA","G-7","M","2002-05","IDX","0",,99.49671,
"LOLITOAA","G-7","M","2002-06","IDX","0",,99.39312,
"LOLITOAA","G-7","M","2002-07","IDX","0",,99.21759,
"LOLITOAA","G-7","M","2002-08","IDX","0",,99.01309,
"LOLITOAA","G-7","M","2002-09","IDX","0",,98.80698,
"LOLITOAA","G-7","M","2002-10","IDX","0",,98.62528,
"LOLITOAA","G-7","M","2002-11","IDX","0",,98.4828,
"LOLITOAA","G-7","M","2002-12","IDX","0",,98.36911,
"LOLITOAA","G-7","M","2003-01","IDX","0",,98.27821,
"LOLITOAA","G-7","M","2003-02","IDX","0",,98.21996,
"LOLITOAA","G-7","M","2003-03","IDX","0",,98.21909,
"LOLITOAA","G-7","M","2003-04","IDX","0",,98.2972,
"LOLITOAA","G-7","M","2003-05","IDX","0",,98.44882,
"LOLITOAA","G-7","M","2003-06","IDX","0",,98.65753,
"LOLITOAA","G-7","M","2003-07","IDX","0",,98.90839,
"LOLITOAA","G-7","M","2003-08","IDX","0",,99.19062,
"LOLITOAA","G-7","M","2003-09","IDX","0",,99.49251,
"LOLITOAA","G-7","M","2003-10","IDX","0",,99.79252,
"LOLITOAA","G-7","M","2003-11","IDX","0",,100.0658,
"LOLITOAA","G-7","M","2003-12","IDX","0",,100.2903,
"LOLITOAA","G-7","M","2004-01","IDX","0",,100.4566,
"LOLITOAA","G-7","M","2004-02","IDX","0",,100.5607,
"LOLITOAA","G-7","M","2004-03","IDX","0",,100.6159,
"LOLITOAA","G-7","M","2004-04","IDX","0",,100.6308,
"LOLITOAA","G-7","M","2004-05","IDX","0",,100.6189,
"LOLITOAA","G-7","M","2004-06","IDX","0",,100.5879,
"LOLITOAA","G-7","M","2004-07","IDX","0",,100.5397,
"LOLITOAA","G-7","M","2004-08","IDX","0",,100.4827,
"LOLITOAA","G-7","M","2004-09","IDX","0",,100.4328,
"LOLITOAA","G-7","M","2004-10","IDX","0",,100.3966,
"LOLITOAA","G-7","M","2004-11","IDX","0",,100.3761,
"LOLITOAA","G-7","M","2004-12","IDX","0",,100.3555,
"LOLITOAA","G-7","M","2005-01","IDX","0",,100.3141,
"LOLITOAA","G-7","M","2005-02","IDX","0",,100.2477,
"LOLITOAA","G-7","M","2005-03","IDX","0",,100.1686,
"LOLITOAA","G-7","M","2005-04","IDX","0",,100.1024,
"LOLITOAA","G-7","M","2005-05","IDX","0",,100.0733,
"LOLITOAA","G-7","M","2005-06","IDX","0",,100.0899,
"LOLITOAA","G-7","M","2005-07","IDX","0",,100.1416,
"LOLITOAA","G-7","M","2005-08","IDX","0",,100.2246,
"LOLITOAA","G-7","M","2005-09","IDX","0",,100.3436,
"LOLITOAA","G-7","M","2005-10","IDX","0",,100.501,
"LOLITOAA","G-7","M","2005-11","IDX","0",,100.6866,
"LOLITOAA","G-7","M","2005-12","IDX","0",,100.8745,
"LOLITOAA","G-7","M","2006-01","IDX","0",,101.0378,
"LOLITOAA","G-7","M","2006-02","IDX","0",,101.1628,
"LOLITOAA","G-7","M","2006-03","IDX","0",,101.2409,
"LOLITOAA","G-7","M","2006-04","IDX","0",,101.2722,
"LOLITOAA","G-7","M","2006-05","IDX","0",,101.2649,
"LOLITOAA","G-7","M","2006-06","IDX","0",,101.2479,
"LOLITOAA","G-7","M","2006-07","IDX","0",,101.2442,
"LOLITOAA","G-7","M","2006-08","IDX","0",,101.2748,
"LOLITOAA","G-7","M","2006-09","IDX","0",,101.3468,
"LOLITOAA","G-7","M","2006-10","IDX","0",,101.4483,
"LOLITOAA","G-7","M","2006-11","IDX","0",,101.5667,
"LOLITOAA","G-7","M","2006-12","IDX","0",,101.6921,
"LOLITOAA","G-7","M","2007-01","IDX","0",,101.8086,
"LOLITOAA","G-7","M","2007-02","IDX","0",,101.9151,
"LOLITOAA","G-7","M","2007-03","IDX","0",,102.0072,
"LOLITOAA","G-7","M","2007-04","IDX","0",,102.075,
"LOLITOAA","G-7","M","2007-05","IDX","0",,102.1035,
"LOLITOAA","G-7","M","2007-06","IDX","0",,102.0811,
"LOLITOAA","G-7","M","2007-07","IDX","0",,102.0067,
"LOLITOAA","G-7","M","2007-08","IDX","0",,101.8937,
"LOLITOAA","G-7","M","2007-09","IDX","0",,101.7712,
"LOLITOAA","G-7","M","2007-10","IDX","0",,101.653,
"LOLITOAA","G-7","M","2007-11","IDX","0",,101.5348,
"LOLITOAA","G-7","M","2007-12","IDX","0",,101.4186,
"LOLITOAA","G-7","M","2008-01","IDX","0",,101.2945,
"LOLITOAA","G-7","M","2008-02","IDX","0",,101.1497,
"LOLITOAA","G-7","M","2008-03","IDX","0",,100.9724,
"LOLITOAA","G-7","M","2008-04","IDX","0",,100.7418,
"LOLITOAA","G-7","M","2008-05","IDX","0",,100.4273,
"LOLITOAA","G-7","M","2008-06","IDX","0",,99.99892,
"LOLITOAA","G-7","M","2008-07","IDX","0",,99.44353,
"LOLITOAA","G-7","M","2008-08","IDX","0",,98.76328,
"LOLITOAA","G-7","M","2008-09","IDX","0",,97.9749,
"LOLITOAA","G-7","M","2008-10","IDX","0",,97.13129,
"LOLITOAA","G-7","M","2008-11","IDX","0",,96.33574,
"LOLITOAA","G-7","M","2008-12","IDX","0",,95.68232,
"LOLITOAA","G-7","M","2009-01","IDX","0",,95.23556,
"LOLITOAA","G-7","M","2009-02","IDX","0",,95.0328,
"LOLITOAA","G-7","M","2009-03","IDX","0",,95.08732,
"LOLITOAA","G-7","M","2009-04","IDX","0",,95.38121,
"LOLITOAA","G-7","M","2009-05","IDX","0",,95.84715,
"LOLITOAA","G-7","M","2009-06","IDX","0",,96.41627,
"LOLITOAA","G-7","M","2009-07","IDX","0",,97.02594,
"LOLITOAA","G-7","M","2009-08","IDX","0",,97.62905,
"LOLITOAA","G-7","M","2009-09","IDX","0",,98.19265,
"LOLITOAA","G-7","M","2009-10","IDX","0",,98.69022,
"LOLITOAA","G-7","M","2009-11","IDX","0",,99.11495,
"LOLITOAA","G-7","M","2009-12","IDX","0",,99.47118,
"LOLITOAA","G-7","M","2010-01","IDX","0",,99.75852,
"LOLITOAA","G-7","M","2010-02","IDX","0",,99.9715,
"LOLITOAA","G-7","M","2010-03","IDX","0",,100.1199,
"LOLITOAA","G-7","M","2010-04","IDX","0",,100.1977,
"LOLITOAA","G-7","M","2010-05","IDX","0",,100.2131,
"LOLITOAA","G-7","M","2010-06","IDX","0",,100.1987,
"LOLITOAA","G-7","M","2010-07","IDX","0",,100.1987,
"LOLITOAA","G-7","M","2010-08","IDX","0",,100.2444,
"LOLITOAA","G-7","M","2010-09","IDX","0",,100.3382,
"LOLITOAA","G-7","M","2010-10","IDX","0",,100.4683,
"LOLITOAA","G-7","M","2010-11","IDX","0",,100.6249,
"LOLITOAA","G-7","M","2010-12","IDX","0",,100.7766,
"LOLITOAA","G-7","M","2011-01","IDX","0",,100.8894,
"LOLITOAA","G-7","M","2011-02","IDX","0",,100.9338,
"LOLITOAA","G-7","M","2011-03","IDX","0",,100.8899,
"LOLITOAA","G-7","M","2011-04","IDX","0",,100.7617,
"LOLITOAA","G-7","M","2011-05","IDX","0",,100.5625,
"LOLITOAA","G-7","M","2011-06","IDX","0",,100.3083,
"LOLITOAA","G-7","M","2011-07","IDX","0",,100.0292,
"LOLITOAA","G-7","M","2011-08","IDX","0",,99.76537,
"LOLITOAA","G-7","M","2011-09","IDX","0",,99.56849,
"LOLITOAA","G-7","M","2011-10","IDX","0",,99.47161,
"LOLITOAA","G-7","M","2011-11","IDX","0",,99.46632,
"LOLITOAA","G-7","M","2011-12","IDX","0",,99.52283,
"LOLITOAA","G-7","M","2012-01","IDX","0",,99.59833,
"LOLITOAA","G-7","M","2012-02","IDX","0",,99.65031,
"LOLITOAA","G-7","M","2012-03","IDX","0",,99.65344,
"LOLITOAA","G-7","M","2012-04","IDX","0",,99.60046,
"LOLITOAA","G-7","M","2012-05","IDX","0",,99.50549,
"LOLITOAA","G-7","M","2012-06","IDX","0",,99.39462,
"LOLITOAA","G-7","M","2012-07","IDX","0",,99.30291,
"LOLITOAA","G-7","M","2012-08","IDX","0",,99.24773,
"LOLITOAA","G-7","M","2012-09","IDX","0",,99.23828,
"LOLITOAA","G-7","M","2012-10","IDX","0",,99.26814,
"LOLITOAA","G-7","M","2012-11","IDX","0",,99.33279,
"LOLITOAA","G-7","M","2012-12","IDX","0",,99.4336,
"LOLITOAA","G-7","M","2013-01","IDX","0",,99.56321,
"LOLITOAA","G-7","M","2013-02","IDX","0",,99.70883,
"LOLITOAA","G-7","M","2013-03","IDX","0",,99.84949,
"LOLITOAA","G-7","M","2013-04","IDX","0",,99.99115,
"LOLITOAA","G-7","M","2013-05","IDX","0",,100.1389,
"LOLITOAA","G-7","M","2013-06","IDX","0",,100.2797,
"LOLITOAA","G-7","M","2013-07","IDX","0",,100.4058,
"LOLITOAA","G-7","M","2013-08","IDX","0",,100.5173,
"LOLITOAA","G-7","M","2013-09","IDX","0",,100.6097,
"LOLITOAA","G-7","M","2013-10","IDX","0",,100.6777,
"LOLITOAA","G-7","M","2013-11","IDX","0",,100.7251,
"LOLITOAA","G-7","M","2013-12","IDX","0",,100.7461,
"LOLITOAA","G-7","M","2014-01","IDX","0",,100.7455,
"LOLITOAA","G-7","M","2014-02","IDX","0",,100.7403,
"LOLITOAA","G-7","M","2014-03","IDX","0",,100.7346,
"LOLITOAA","G-7","M","2014-04","IDX","0",,100.715,
"LOLITOAA","G-7","M","2014-05","IDX","0",,100.6792,
"LOLITOAA","G-7","M","2014-06","IDX","0",,100.6333,
"LOLITOAA","G-7","M","2014-07","IDX","0",,100.5801,
"LOLITOAA","G-7","M","2014-08","IDX","0",,100.5274,
"LOLITOAA","G-7","M","2014-09","IDX","0",,100.4819,
"LOLITOAA","G-7","M","2014-10","IDX","0",,100.4424,
"LOLITOAA","G-7","M","2014-11","IDX","0",,100.4141,
"LOLITOAA","G-7","M","2014-12","IDX","0",,100.3932,
