"날짜","출발시간","소요시간","연휴길이","눈비","X1종.교통량","X2종.교통량","서울인구수"
"2015-02-17",22,268,5,0,6796676,185327,10297138
"2015-02-17",22,258,5,0,6796676,185327,10297138
"2015-02-17",22,323,5,0,6796676,185327,10297138
"2015-02-17",22,260,5,0,6796676,185327,10297138
"2015-02-17",22,244,5,0,6796676,185327,10297138
"2015-02-17",22,246,5,0,6796676,185327,10297138
"2015-02-17",23,183,5,0,4636096,157563,10297138
"2015-02-17",23,237,5,0,4636096,157563,10297138
"2015-02-17",23,244,5,0,4636096,157563,10297138
"2015-02-17",23,104,5,0,4636096,157563,10297138
"2015-02-17",23,118,5,0,4636096,157563,10297138
"2015-02-17",23,100,5,0,4636096,157563,10297138
"2015-02-17",23,118,5,0,4636096,157563,10297138
"2015-02-17",23,97,5,0,4636096,157563,10297138
"2015-02-17",23,91,5,0,4636096,157563,10297138
"2015-02-17",23,85,5,0,4636096,157563,10297138
"2015-02-17",23,105,5,0,4636096,157563,10297138
"2017-01-26",0,87,4,1,2263990,55522,10124579
"2017-01-26",0,80,4,1,2263990,55522,10124579
"2017-01-26",0,91,4,1,2263990,55522,10124579
"2017-01-26",0,75,4,1,2263990,55522,10124579
"2017-01-26",0,87,4,1,2263990,55522,10124579
"2017-01-26",0,110,4,1,2263990,55522,10124579
"2017-01-26",0,83,4,1,2263990,55522,10124579
"2017-01-26",0,89,4,1,2263990,55522,10124579
"2017-01-26",0,78,4,1,2263990,55522,10124579
"2017-01-26",0,88,4,1,2263990,55522,10124579
"2017-01-26",0,77,4,1,2263990,55522,10124579
"2017-01-26",1,92,4,1,1534668,56025,10124579
"2017-01-26",1,78,4,1,1534668,56025,10124579
"2017-01-26",1,89,4,1,1534668,56025,10124579
"2017-01-26",1,80,4,1,1534668,56025,10124579
"2017-01-26",1,90,4,1,1534668,56025,10124579
"2017-01-26",1,80,4,1,1534668,56025,10124579
"2017-01-26",1,87,4,1,1534668,56025,10124579
"2017-01-26",1,77,4,1,1534668,56025,10124579
"2017-01-26",1,104,4,1,1534668,56025,10124579
"2017-01-26",1,106,4,1,1534668,56025,10124579
"2017-01-26",1,89,4,1,1534668,56025,10124579
"2017-01-26",1,82,4,1,1534668,56025,10124579
"2017-01-26",2,94,4,1,1146168,61401,10124579
"2017-01-26",2,87,4,1,1146168,61401,10124579
"2017-01-26",2,98,4,1,1146168,61401,10124579
"2017-01-26",2,103,4,1,1146168,61401,10124579
"2017-01-26",2,91,4,1,1146168,61401,10124579
"2017-01-26",2,87,4,1,1146168,61401,10124579
"2017-01-26",2,83,4,1,1146168,61401,10124579
"2017-01-26",2,94,4,1,1146168,61401,10124579
"2017-01-26",2,98,4,1,1146168,61401,10124579
"2017-01-26",2,90,4,1,1146168,61401,10124579
"2017-01-26",2,87,4,1,1146168,61401,10124579
"2017-01-26",2,80,4,1,1146168,61401,10124579
"2017-01-26",3,95,4,1,1076856,81915,10124579
"2017-01-26",3,93,4,1,1076856,81915,10124579
"2017-01-26",3,98,4,1,1076856,81915,10124579
"2017-01-26",3,91,4,1,1076856,81915,10124579
"2017-01-26",3,115,4,1,1076856,81915,10124579
"2017-01-26",3,92,4,1,1076856,81915,10124579
"2017-01-26",3,106,4,1,1076856,81915,10124579
"2017-01-26",3,97,4,1,1076856,81915,10124579
"2017-01-26",3,91,4,1,1076856,81915,10124579
"2017-01-26",3,99,4,1,1076856,81915,10124579
"2017-01-26",3,93,4,1,1076856,81915,10124579
"2017-01-26",3,116,4,1,1076856,81915,10124579
"2017-01-26",4,103,4,1,1586722,120295,10124579
"2017-01-26",4,89,4,1,1586722,120295,10124579
"2017-01-26",4,88,4,1,1586722,120295,10124579
"2017-01-26",4,91,4,1,1586722,120295,10124579
"2017-01-26",4,95,4,1,1586722,120295,10124579
"2017-01-26",4,89,4,1,1586722,120295,10124579
"2017-01-26",4,92,4,1,1586722,120295,10124579
"2017-01-26",4,88,4,1,1586722,120295,10124579
"2017-01-26",4,92,4,1,1586722,120295,10124579
"2017-01-26",4,86,4,1,1586722,120295,10124579
"2017-01-26",4,91,4,1,1586722,120295,10124579
"2017-01-26",5,127,4,1,3943211,240688,10124579
"2017-01-26",5,88,4,1,3943211,240688,10124579
"2017-01-26",5,83,4,1,3943211,240688,10124579
"2017-01-26",5,92,4,1,3943211,240688,10124579
"2017-01-26",5,95,4,1,3943211,240688,10124579
"2017-01-26",5,91,4,1,3943211,240688,10124579
"2017-01-26",5,95,4,1,3943211,240688,10124579
"2017-01-26",5,87,4,1,3943211,240688,10124579
"2017-01-26",5,93,4,1,3943211,240688,10124579
"2017-01-26",5,85,4,1,3943211,240688,10124579
"2017-01-26",5,93,4,1,3943211,240688,10124579
"2017-01-26",6,90,4,1,7695815,439642,10124579
"2017-01-26",6,98,4,1,7695815,439642,10124579
"2017-01-26",6,83,4,1,7695815,439642,10124579
"2017-01-26",6,76,4,1,7695815,439642,10124579
"2017-01-26",6,86,4,1,7695815,439642,10124579
"2017-01-26",6,84,4,1,7695815,439642,10124579
"2017-01-26",6,79,4,1,7695815,439642,10124579
"2017-01-26",6,86,4,1,7695815,439642,10124579
"2017-01-26",6,77,4,1,7695815,439642,10124579
"2017-01-26",6,88,4,1,7695815,439642,10124579
"2017-01-26",6,92,4,1,7695815,439642,10124579
"2017-01-26",6,83,4,1,7695815,439642,10124579
"2017-01-26",7,77,4,1,10713741,533512,10124579
"2017-01-26",7,83,4,1,10713741,533512,10124579
"2017-01-26",7,77,4,1,10713741,533512,10124579
"2017-01-26",7,80,4,1,10713741,533512,10124579
"2017-01-26",7,76,4,1,10713741,533512,10124579
"2017-01-26",7,80,4,1,10713741,533512,10124579
"2017-01-26",7,84,4,1,10713741,533512,10124579
"2017-01-26",7,86,4,1,10713741,533512,10124579
"2017-01-26",7,76,4,1,10713741,533512,10124579
"2017-01-26",7,80,4,1,10713741,533512,10124579
"2017-01-26",7,83,4,1,10713741,533512,10124579
"2017-01-26",8,86,4,1,11863474,598953,10124579
"2017-01-26",8,84,4,1,11863474,598953,10124579
"2017-01-26",8,106,4,1,11863474,598953,10124579
"2017-01-26",8,93,4,1,11863474,598953,10124579
"2017-01-26",8,79,4,1,11863474,598953,10124579
"2017-01-26",8,76,4,1,11863474,598953,10124579
"2017-01-26",8,100,4,1,11863474,598953,10124579
"2017-01-26",8,122,4,1,11863474,598953,10124579
"2017-01-26",8,82,4,1,11863474,598953,10124579
"2017-01-26",8,87,4,1,11863474,598953,10124579
"2017-01-26",8,82,4,1,11863474,598953,10124579
"2017-01-26",8,79,4,1,11863474,598953,10124579
"2017-01-26",9,97,4,1,13242181,688415,10124579
"2017-01-26",9,90,4,1,13242181,688415,10124579
"2017-01-26",9,78,4,1,13242181,688415,10124579
"2017-01-26",9,102,4,1,13242181,688415,10124579
"2017-01-26",9,109,4,1,13242181,688415,10124579
"2017-01-26",9,90,4,1,13242181,688415,10124579
"2017-01-26",9,84,4,1,13242181,688415,10124579
"2017-01-26",9,93,4,1,13242181,688415,10124579
"2017-01-26",9,88,4,1,13242181,688415,10124579
"2017-01-26",9,94,4,1,13242181,688415,10124579
"2017-01-26",9,87,4,1,13242181,688415,10124579
"2017-01-26",9,85,4,1,13242181,688415,10124579
"2017-01-26",10,94,4,1,14473087,676177,10124579
"2017-01-26",10,101,4,1,14473087,676177,10124579
"2017-01-26",10,81,4,1,14473087,676177,10124579
"2017-01-26",10,101,4,1,14473087,676177,10124579
"2017-01-26",10,105,4,1,14473087,676177,10124579
"2017-01-26",10,97,4,1,14473087,676177,10124579
"2017-01-26",10,94,4,1,14473087,676177,10124579
"2017-01-26",10,107,4,1,14473087,676177,10124579
"2017-01-26",10,104,4,1,14473087,676177,10124579
"2017-01-26",10,99,4,1,14473087,676177,10124579
"2017-01-26",10,131,4,1,14473087,676177,10124579
"2017-01-26",10,99,4,1,14473087,676177,10124579
"2017-01-26",11,103,4,1,14092662,607412,10124579
"2017-01-26",11,108,4,1,14092662,607412,10124579
"2017-01-26",11,120,4,1,14092662,607412,10124579
"2017-01-26",11,103,4,1,14092662,607412,10124579
"2017-01-26",11,112,4,1,14092662,607412,10124579
"2017-01-26",11,114,4,1,14092662,607412,10124579
"2017-01-26",11,106,4,1,14092662,607412,10124579
"2017-01-26",11,98,4,1,14092662,607412,10124579
"2017-01-26",11,114,4,1,14092662,607412,10124579
"2017-01-26",11,112,4,1,14092662,607412,10124579
"2017-01-26",11,130,4,1,14092662,607412,10124579
"2017-01-26",11,133,4,1,14092662,607412,10124579
"2017-01-26",12,113,4,1,13599682,543005,10124579
"2017-01-26",12,89,4,1,13599682,543005,10124579
"2017-01-26",12,108,4,1,13599682,543005,10124579
"2017-01-26",12,114,4,1,13599682,543005,10124579
"2017-01-26",12,126,4,1,13599682,543005,10124579
"2017-01-26",12,114,4,1,13599682,543005,10124579
"2017-01-26",12,106,4,1,13599682,543005,10124579
"2017-01-26",12,118,4,1,13599682,543005,10124579
"2017-01-26",12,103,4,1,13599682,543005,10124579
"2017-01-26",12,116,4,1,13599682,543005,10124579
"2017-01-26",12,120,4,1,13599682,543005,10124579
"2017-01-26",12,153,4,1,13599682,543005,10124579
"2017-01-26",13,109,4,1,14700451,577625,10124579
"2017-01-26",13,120,4,1,14700451,577625,10124579
"2017-01-26",13,122,4,1,14700451,577625,10124579
"2017-01-26",13,103,4,1,14700451,577625,10124579
"2017-01-26",13,143,4,1,14700451,577625,10124579
"2017-01-26",13,117,4,1,14700451,577625,10124579
"2017-01-26",13,125,4,1,14700451,577625,10124579
"2017-01-26",13,119,4,1,14700451,577625,10124579
"2017-01-26",13,131,4,1,14700451,577625,10124579
"2017-01-26",13,127,4,1,14700451,577625,10124579
"2017-01-26",13,125,4,1,14700451,577625,10124579
"2017-01-26",13,139,4,1,14700451,577625,10124579
"2017-01-26",14,131,4,1,15286525,586611,10124579
"2017-01-26",14,123,4,1,15286525,586611,10124579
"2017-01-26",14,123,4,1,15286525,586611,10124579
"2017-01-26",14,149,4,1,15286525,586611,10124579
"2017-01-26",14,127,4,1,15286525,586611,10124579
"2017-01-26",14,148,4,1,15286525,586611,10124579
"2017-01-26",14,136,4,1,15286525,586611,10124579
"2017-01-26",14,142,4,1,15286525,586611,10124579
"2017-01-26",14,141,4,1,15286525,586611,10124579
"2017-01-26",14,132,4,1,15286525,586611,10124579
"2017-01-26",14,144,4,1,15286525,586611,10124579
"2017-01-26",14,142,4,1,15286525,586611,10124579
"2017-01-26",15,144,4,1,15616153,553681,10124579
"2017-01-26",15,154,4,1,15616153,553681,10124579
"2017-01-26",15,119,4,1,15616153,553681,10124579
"2017-01-26",15,150,4,1,15616153,553681,10124579
"2017-01-26",15,136,4,1,15616153,553681,10124579
"2017-01-26",15,138,4,1,15616153,553681,10124579
"2017-01-26",15,146,4,1,15616153,553681,10124579
"2017-01-26",15,148,4,1,15616153,553681,10124579
"2017-01-26",15,149,4,1,15616153,553681,10124579
"2017-01-26",15,149,4,1,15616153,553681,10124579
"2017-01-26",15,135,4,1,15616153,553681,10124579
"2017-01-26",15,144,4,1,15616153,553681,10124579
"2017-01-26",16,133,4,1,15978700,500434,10124579
"2017-01-26",16,154,4,1,15978700,500434,10124579
"2017-01-26",16,168,4,1,15978700,500434,10124579
"2017-01-26",16,157,4,1,15978700,500434,10124579
"2017-01-26",16,161,4,1,15978700,500434,10124579
"2017-01-26",16,239,4,1,15978700,500434,10124579
"2017-01-26",16,157,4,1,15978700,500434,10124579
"2017-01-26",16,167,4,1,15978700,500434,10124579
"2017-01-26",16,160,4,1,15978700,500434,10124579
"2017-01-26",16,158,4,1,15978700,500434,10124579
"2017-01-26",16,160,4,1,15978700,500434,10124579
"2017-01-26",16,173,4,1,15978700,500434,10124579
"2017-01-26",17,180,4,1,16007163,430053,10124579
"2017-01-26",17,168,4,1,16007163,430053,10124579
"2017-01-26",17,172,4,1,16007163,430053,10124579
"2017-01-26",17,182,4,1,16007163,430053,10124579
"2017-01-26",17,183,4,1,16007163,430053,10124579
"2017-01-26",17,178,4,1,16007163,430053,10124579
"2017-01-26",17,191,4,1,16007163,430053,10124579
"2017-01-26",17,187,4,1,16007163,430053,10124579
"2017-01-26",17,140,4,1,16007163,430053,10124579
"2017-01-26",17,170,4,1,16007163,430053,10124579
"2017-01-26",17,185,4,1,16007163,430053,10124579
"2017-01-26",17,188,4,1,16007163,430053,10124579
"2017-01-26",18,167,4,1,13614141,282458,10124579
"2017-01-26",18,189,4,1,13614141,282458,10124579
"2017-01-26",18,193,4,1,13614141,282458,10124579
"2017-01-26",18,202,4,1,13614141,282458,10124579
"2017-01-26",18,193,4,1,13614141,282458,10124579
"2017-01-26",18,162,4,1,13614141,282458,10124579
"2017-01-26",18,204,4,1,13614141,282458,10124579
"2017-01-26",18,197,4,1,13614141,282458,10124579
"2017-01-26",18,203,4,1,13614141,282458,10124579
"2017-01-26",18,185,4,1,13614141,282458,10124579
"2017-01-26",18,203,4,1,13614141,282458,10124579
"2017-01-26",18,199,4,1,13614141,282458,10124579
"2017-01-26",19,189,4,1,10278326,194536,10124579
"2017-01-26",19,199,4,1,10278326,194536,10124579
"2017-01-26",19,181,4,1,10278326,194536,10124579
"2017-01-26",19,182,4,1,10278326,194536,10124579
"2017-01-26",19,207,4,1,10278326,194536,10124579
"2017-01-26",19,187,4,1,10278326,194536,10124579
"2017-01-26",19,190,4,1,10278326,194536,10124579
"2017-01-26",19,203,4,1,10278326,194536,10124579
"2017-01-26",19,196,4,1,10278326,194536,10124579
"2017-01-26",19,184,4,1,10278326,194536,10124579
"2017-01-26",19,202,4,1,10278326,194536,10124579
"2017-01-26",19,177,4,1,10278326,194536,10124579
"2017-01-26",20,191,4,1,8327714,134453,10124579
"2017-01-26",20,241,4,1,8327714,134453,10124579
"2017-01-26",20,195,4,1,8327714,134453,10124579
"2017-01-26",20,183,4,1,8327714,134453,10124579
"2017-01-26",20,183,4,1,8327714,134453,10124579
"2017-01-26",20,193,4,1,8327714,134453,10124579
"2017-01-26",20,191,4,1,8327714,134453,10124579
"2017-01-26",20,189,4,1,8327714,134453,10124579
"2017-01-26",20,179,4,1,8327714,134453,10124579
"2017-01-26",20,183,4,1,8327714,134453,10124579
"2017-01-26",20,197,4,1,8327714,134453,10124579
"2017-01-26",20,186,4,1,8327714,134453,10124579
"2017-01-26",21,288,4,1,6816494,93863,10124579
"2017-01-26",21,210,4,1,6816494,93863,10124579
"2017-01-26",21,197,4,1,6816494,93863,10124579
"2017-01-26",21,229,4,1,6816494,93863,10124579
"2017-01-26",21,214,4,1,6816494,93863,10124579
"2017-01-26",21,203,4,1,6816494,93863,10124579
"2017-01-26",21,215,4,1,6816494,93863,10124579
"2017-01-26",21,223,4,1,6816494,93863,10124579
"2017-01-26",21,219,4,1,6816494,93863,10124579
"2017-01-26",21,216,4,1,6816494,93863,10124579
"2017-01-26",21,210,4,1,6816494,93863,10124579
"2017-01-26",21,230,4,1,6816494,93863,10124579
"2017-01-26",22,215,4,1,4954720,70169,10124579
"2017-01-26",22,221,4,1,4954720,70169,10124579
"2017-01-26",22,198,4,1,4954720,70169,10124579
"2017-01-26",22,230,4,1,4954720,70169,10124579
"2017-01-26",22,208,4,1,4954720,70169,10124579
"2017-01-26",22,221,4,1,4954720,70169,10124579
"2017-01-26",22,186,4,1,4954720,70169,10124579
"2017-01-26",22,208,4,1,4954720,70169,10124579
"2017-01-26",22,220,4,1,4954720,70169,10124579
"2017-01-26",22,251,4,1,4954720,70169,10124579
"2017-01-26",22,219,4,1,4954720,70169,10124579
"2017-01-26",22,256,4,1,4954720,70169,10124579
"2017-01-26",23,199,4,1,3336994,61849,10124579
"2017-01-26",23,252,4,1,3336994,61849,10124579
"2017-01-26",23,130,4,1,3336994,61849,10124579
"2017-01-26",23,146,4,1,3336994,61849,10124579
"2017-01-26",23,110,4,1,3336994,61849,10124579
"2017-01-26",23,108,4,1,3336994,61849,10124579
"2017-01-26",23,108,4,1,3336994,61849,10124579
"2017-01-26",23,120,4,1,3336994,61849,10124579
"2017-01-26",23,106,4,1,3336994,61849,10124579
"2017-01-26",23,112,4,1,3336994,61849,10124579
"2017-01-26",23,104,4,1,3336994,61849,10124579
"2017-01-26",23,101,4,1,3336994,61849,10124579
"2018-02-14",0,95,4,0,2062008,46739,10049607
"2018-02-14",0,89,4,0,2062008,46739,10049607
"2018-02-14",0,76,4,0,2062008,46739,10049607
"2018-02-14",0,94,4,0,2062008,46739,10049607
"2018-02-14",0,85,4,0,2062008,46739,10049607
"2018-02-14",0,96,4,0,2062008,46739,10049607
"2018-02-14",0,85,4,0,2062008,46739,10049607
"2018-02-14",0,92,4,0,2062008,46739,10049607
"2018-02-14",0,83,4,0,2062008,46739,10049607
"2018-02-14",0,108,4,0,2062008,46739,10049607
"2018-02-14",0,86,4,0,2062008,46739,10049607
"2018-02-14",0,82,4,0,2062008,46739,10049607
"2018-02-14",1,89,4,0,1404611,48487,10049607
"2018-02-14",1,79,4,0,1404611,48487,10049607
"2018-02-14",1,92,4,0,1404611,48487,10049607
"2018-02-14",1,96,4,0,1404611,48487,10049607
"2018-02-14",1,84,4,0,1404611,48487,10049607
"2018-02-14",1,93,4,0,1404611,48487,10049607
"2018-02-14",1,84,4,0,1404611,48487,10049607
"2018-02-14",1,91,4,0,1404611,48487,10049607
"2018-02-14",1,95,4,0,1404611,48487,10049607
"2018-02-14",1,72,4,0,1404611,48487,10049607
"2018-02-14",1,98,4,0,1404611,48487,10049607
"2018-02-14",1,91,4,0,1404611,48487,10049607
"2018-02-14",2,84,4,0,1075574,56086,10049607
"2018-02-14",2,81,4,0,1075574,56086,10049607
"2018-02-14",2,88,4,0,1075574,56086,10049607
"2018-02-14",2,80,4,0,1075574,56086,10049607
"2018-02-14",2,103,4,0,1075574,56086,10049607
"2018-02-14",2,80,4,0,1075574,56086,10049607
"2018-02-14",2,84,4,0,1075574,56086,10049607
"2018-02-14",2,81,4,0,1075574,56086,10049607
"2018-02-14",2,89,4,0,1075574,56086,10049607
"2018-02-14",2,79,4,0,1075574,56086,10049607
"2018-02-14",2,83,4,0,1075574,56086,10049607
"2018-02-14",2,86,4,0,1075574,56086,10049607
"2018-02-14",3,87,4,0,1010519,68881,10049607
"2018-02-14",3,92,4,0,1010519,68881,10049607
"2018-02-14",3,107,4,0,1010519,68881,10049607
"2018-02-14",3,83,4,0,1010519,68881,10049607
"2018-02-14",3,90,4,0,1010519,68881,10049607
"2018-02-14",3,88,4,0,1010519,68881,10049607
"2018-02-14",3,99,4,0,1010519,68881,10049607
"2018-02-14",3,75,4,0,1010519,68881,10049607
"2018-02-14",3,109,4,0,1010519,68881,10049607
"2018-02-14",3,101,4,0,1010519,68881,10049607
"2018-02-14",3,92,4,0,1010519,68881,10049607
"2018-02-14",3,96,4,0,1010519,68881,10049607
"2018-02-14",4,83,4,0,1513685,103093,10049607
"2018-02-14",4,108,4,0,1513685,103093,10049607
"2018-02-14",4,95,4,0,1513685,103093,10049607
"2018-02-14",4,84,4,0,1513685,103093,10049607
"2018-02-14",4,88,4,0,1513685,103093,10049607
"2018-02-14",4,82,4,0,1513685,103093,10049607
"2018-02-14",4,90,4,0,1513685,103093,10049607
"2018-02-14",4,86,4,0,1513685,103093,10049607
"2018-02-14",4,92,4,0,1513685,103093,10049607
"2018-02-14",4,86,4,0,1513685,103093,10049607
"2018-02-14",4,93,4,0,1513685,103093,10049607
"2018-02-14",4,89,4,0,1513685,103093,10049607
"2018-02-14",5,82,4,0,3739115,188766,10049607
"2018-02-14",5,92,4,0,3739115,188766,10049607
"2018-02-14",5,99,4,0,3739115,188766,10049607
"2018-02-14",5,90,4,0,3739115,188766,10049607
"2018-02-14",5,88,4,0,3739115,188766,10049607
"2018-02-14",5,85,4,0,3739115,188766,10049607
"2018-02-14",5,70,4,0,3739115,188766,10049607
"2018-02-14",5,89,4,0,3739115,188766,10049607
"2018-02-14",5,94,4,0,3739115,188766,10049607
"2018-02-14",5,85,4,0,3739115,188766,10049607
"2018-02-14",5,80,4,0,3739115,188766,10049607
"2018-02-14",5,91,4,0,3739115,188766,10049607
"2018-02-14",6,87,4,0,7130843,370566,10049607
"2018-02-14",6,83,4,0,7130843,370566,10049607
"2018-02-14",6,114,4,0,7130843,370566,10049607
"2018-02-14",6,87,4,0,7130843,370566,10049607
"2018-02-14",6,78,4,0,7130843,370566,10049607
"2018-02-14",6,84,4,0,7130843,370566,10049607
"2018-02-14",6,88,4,0,7130843,370566,10049607
"2018-02-14",6,81,4,0,7130843,370566,10049607
"2018-02-14",6,88,4,0,7130843,370566,10049607
"2018-02-14",6,81,4,0,7130843,370566,10049607
"2018-02-14",6,85,4,0,7130843,370566,10049607
"2018-02-14",7,83,4,0,10017061,461543,10049607
"2018-02-14",7,88,4,0,10017061,461543,10049607
"2018-02-14",7,89,4,0,10017061,461543,10049607
"2018-02-14",7,90,4,0,10017061,461543,10049607
"2018-02-14",7,85,4,0,10017061,461543,10049607
"2018-02-14",7,89,4,0,10017061,461543,10049607
"2018-02-14",7,78,4,0,10017061,461543,10049607
"2018-02-14",7,86,4,0,10017061,461543,10049607
"2018-02-14",7,91,4,0,10017061,461543,10049607
"2018-02-14",7,85,4,0,10017061,461543,10049607
"2018-02-14",7,92,4,0,10017061,461543,10049607
"2018-02-14",7,87,4,0,10017061,461543,10049607
"2018-02-14",8,88,4,0,11151705,518635,10049607
"2018-02-14",8,79,4,0,11151705,518635,10049607
"2018-02-14",8,86,4,0,11151705,518635,10049607
"2018-02-14",8,77,4,0,11151705,518635,10049607
"2018-02-14",8,88,4,0,11151705,518635,10049607
"2018-02-14",8,82,4,0,11151705,518635,10049607
"2018-02-14",8,76,4,0,11151705,518635,10049607
"2018-02-14",8,81,4,0,11151705,518635,10049607
"2018-02-14",8,79,4,0,11151705,518635,10049607
"2018-02-14",8,89,4,0,11151705,518635,10049607
"2018-02-14",8,79,4,0,11151705,518635,10049607
"2018-02-14",9,109,4,0,12240786,592020,10049607
"2018-02-14",9,92,4,0,12240786,592020,10049607
"2018-02-14",9,90,4,0,12240786,592020,10049607
"2018-02-14",9,84,4,0,12240786,592020,10049607
"2018-02-14",9,92,4,0,12240786,592020,10049607
"2018-02-14",9,96,4,0,12240786,592020,10049607
"2018-02-14",9,98,4,0,12240786,592020,10049607
"2018-02-14",9,97,4,0,12240786,592020,10049607
"2018-02-14",9,94,4,0,12240786,592020,10049607
"2018-02-14",9,88,4,0,12240786,592020,10049607
"2018-02-14",9,74,4,0,12240786,592020,10049607
"2018-02-14",10,87,4,0,13237082,572941,10049607
"2018-02-14",10,90,4,0,13237082,572941,10049607
"2018-02-14",10,96,4,0,13237082,572941,10049607
"2018-02-14",10,94,4,0,13237082,572941,10049607
"2018-02-14",10,83,4,0,13237082,572941,10049607
"2018-02-14",10,95,4,0,13237082,572941,10049607
"2018-02-14",10,87,4,0,13237082,572941,10049607
"2018-02-14",10,132,4,0,13237082,572941,10049607
"2018-02-14",10,106,4,0,13237082,572941,10049607
"2018-02-14",10,82,4,0,13237082,572941,10049607
