"자치구행정동명","년도","운영평균","폐업평균","서울운영평균","서울시폐업평균"
"강동구 상일동",2016,99,53.75,95.75,48.5
"강동구 성내1동",2016,93.75,45.75,95.75,48.5
"강동구 성내2동",2016,88.5,45,95.75,48.5
"강동구 성내3동",2016,96.25,43,95.75,48.5
"강동구 암사1동",2016,88.75,45.25,95.75,48.5
"강동구 암사2동",2016,93.25,45.5,95.75,48.5
"강동구 암사3동",2016,84,49.75,95.75,48.5
"강동구 천호1동",2016,86.75,47.5,95.75,48.5
"강동구 천호2동",2016,88.5,47,95.75,48.5
"강동구 천호3동",2016,95,45.25,95.75,48.5
"강북구 미아동",2016,92.5,45.25,95.75,48.5
"강북구 번1동",2016,91.75,43.25,95.75,48.5
"강북구 번2동",2016,96.25,48.75,95.75,48.5
"강북구 번3동",2016,92.25,46.75,95.75,48.5
"강북구 삼각산동",2016,77,47.25,95.75,48.5
"강북구 삼양동",2016,99.5,48,95.75,48.5
"강북구 송중동",2016,89,48.5,95.75,48.5
"강북구 송천동",2016,101,51.25,95.75,48.5
"강북구 수유1동",2016,104.25,50,95.75,48.5
"강북구 수유2동",2016,91.5,47.25,95.75,48.5
"강북구 수유3동",2016,91.25,45,95.75,48.5
"강북구 우이동",2016,98.5,47.75,95.75,48.5
"강북구 인수동",2016,89.25,47.25,95.75,48.5
"강서구 가양1동",2016,68,49,95.75,48.5
"강서구 가양2동",2016,88,45.75,95.75,48.5
"강서구 가양3동",2016,84.5,48.5,95.75,48.5
"강서구 공항동",2016,91.25,46.25,95.75,48.5
"강서구 등촌1동",2016,79.75,47.75,95.75,48.5
"강서구 등촌2동",2016,95.5,45,95.75,48.5
"강서구 등촌3동",2016,75.25,44.25,95.75,48.5
"강서구 발산1동",2016,82.5,47.5,95.75,48.5
"강서구 방화1동",2016,85,47.25,95.75,48.5
"강서구 방화2동",2016,83,48.75,95.75,48.5
"강서구 방화3동",2016,94.75,48.75,95.75,48.5
"강서구 염창동",2016,91.75,48.75,95.75,48.5
"강서구 우장산동",2016,83,45.25,95.75,48.5
"강서구 화곡1동",2016,94.25,45,95.75,48.5
"강서구 화곡2동",2016,94.5,44.25,95.75,48.5
"강서구 화곡3동",2016,84,46.25,95.75,48.5
"강서구 화곡4동",2016,92.75,45.25,95.75,48.5
"강서구 화곡6동",2016,79.5,43,95.75,48.5
"강서구 화곡8동",2016,83.75,47,95.75,48.5
"강서구 화곡본동",2016,100.75,47.75,95.75,48.5
"관악구 낙성대동",2016,81.5,48.5,95.75,48.5
"관악구 난곡동",2016,100.75,56,95.75,48.5
"관악구 난향동",2016,81.25,49,95.75,48.5
"관악구 남현동",2016,94.5,50,95.75,48.5
"관악구 대학동",2016,85,48.25,95.75,48.5
"관악구 미성동",2016,102.5,50.5,95.75,48.5
"관악구 보라매동",2016,87.25,49.5,95.75,48.5
"관악구 삼성동",2016,116.25,55.75,95.75,48.5
"관악구 서림동",2016,93.5,51,95.75,48.5
"관악구 서원동",2016,94.25,51.5,95.75,48.5
"관악구 성현동",2016,90,44.75,95.75,48.5
"관악구 신림동",2016,93,46,95.75,48.5
"관악구 신사동",2016,91.25,47,95.75,48.5
"관악구 신원동",2016,93.25,50.75,95.75,48.5
"관악구 은천동",2016,96.25,46.75,95.75,48.5
"관악구 인헌동",2016,93.75,49,95.75,48.5
"관악구 조원동",2016,102.75,45,95.75,48.5
"관악구 중앙동",2016,100,47.75,95.75,48.5
"관악구 청룡동",2016,95.5,47,95.75,48.5
"관악구 청림동",2016,96.25,52.5,95.75,48.5
"관악구 행운동",2016,101.75,49.25,95.75,48.5
"광진구 광장동",2016,82.25,51.25,95.75,48.5
"광진구 구의1동",2016,96.75,47,95.75,48.5
"광진구 구의2동",2016,98,52.75,95.75,48.5
"광진구 구의3동",2016,99.5,50.75,95.75,48.5
"광진구 군자동",2016,95.25,48.75,95.75,48.5
"광진구 능동",2016,90,50.25,95.75,48.5
"광진구 자양1동",2016,97.5,47.25,95.75,48.5
"광진구 자양2동",2016,97.25,46.5,95.75,48.5
"광진구 자양3동",2016,83.75,47.5,95.75,48.5
"광진구 자양4동",2016,92,48,95.75,48.5
"광진구 중곡1동",2016,99.25,47.5,95.75,48.5
"광진구 중곡2동",2016,91.75,46,95.75,48.5
"광진구 중곡3동",2016,94.5,45.75,95.75,48.5
"광진구 중곡4동",2016,97,48.25,95.75,48.5
"광진구 화양동",2016,82.75,46.75,95.75,48.5
"구로구 가리봉동",2016,109.75,48.5,95.75,48.5
"구로구 개봉1동",2016,93.25,49.5,95.75,48.5
"구로구 개봉2동",2016,99.5,50.25,95.75,48.5
"구로구 개봉3동",2016,109.5,47,95.75,48.5
"구로구 고척1동",2016,91.5,49.75,95.75,48.5
"구로구 고척2동",2016,100.75,49,95.75,48.5
"구로구 구로1동",2016,107.5,48.5,95.75,48.5
"구로구 구로2동",2016,103,47.75,95.75,48.5
"구로구 구로3동",2016,71.75,45.75,95.75,48.5
"구로구 구로4동",2016,96.25,46.25,95.75,48.5
"구로구 구로5동",2016,80,45.5,95.75,48.5
"구로구 수궁동",2016,95.25,50.25,95.75,48.5
"구로구 신도림동",2016,70.75,45.75,95.75,48.5
"구로구 오류1동",2016,103,52.25,95.75,48.5
"구로구 오류2동",2016,80,49,95.75,48.5
"금천구 가산동",2016,68,44,95.75,48.5
"금천구 독산1동",2016,88.75,50.25,95.75,48.5
"금천구 독산2동",2016,94.5,48.75,95.75,48.5
"금천구 독산3동",2016,99.5,44.75,95.75,48.5
"금천구 독산4동",2016,99.5,47.5,95.75,48.5
"금천구 시흥1동",2016,101,50,95.75,48.5
"금천구 시흥2동",2016,84.75,49,95.75,48.5
"금천구 시흥3동",2016,119.5,51.5,95.75,48.5
"금천구 시흥4동",2016,97,45.25,95.75,48.5
"금천구 시흥5동",2016,103,47.75,95.75,48.5
"노원구 공릉1동",2016,96.5,49.25,95.75,48.5
"노원구 공릉2동",2016,84.25,47,95.75,48.5
"노원구 상계10동",2016,87.5,48.25,95.75,48.5
"노원구 상계1동",2016,80,45,95.75,48.5
"노원구 상계2동",2016,80,43.5,95.75,48.5
"노원구 상계3.4동",2016,105.25,49.25,95.75,48.5
"노원구 상계5동",2016,97.25,45.5,95.75,48.5
"노원구 상계6.7동",2016,92.25,45.25,95.75,48.5
"노원구 상계8동",2016,96.75,57,95.75,48.5
"노원구 상계9동",2016,98,49.5,95.75,48.5
"노원구 월계1동",2016,92.75,50.75,95.75,48.5
"노원구 월계2동",2016,88.5,50.25,95.75,48.5
"노원구 월계3동",2016,87.25,46.5,95.75,48.5
"노원구 중계1동",2016,84.25,47.75,95.75,48.5
"노원구 중계2.3동",2016,85,48.75,95.75,48.5
"노원구 중계4동",2016,83.75,45,95.75,48.5
"노원구 중계본동",2016,81.5,45.25,95.75,48.5
"노원구 하계1동",2016,89.75,50.25,95.75,48.5
"노원구 하계2동",2016,104.5,56.25,95.75,48.5
"도봉구 도봉1동",2016,100,49.25,95.75,48.5
"도봉구 도봉2동",2016,92.75,47.25,95.75,48.5
"도봉구 방학1동",2016,86.25,43.75,95.75,48.5
"도봉구 방학2동",2016,90,46,95.75,48.5
"도봉구 방학3동",2016,90,52.5,95.75,48.5
"도봉구 쌍문1동",2016,90.75,45.25,95.75,48.5
"도봉구 쌍문2동",2016,85.5,47,95.75,48.5
"도봉구 쌍문3동",2016,91,48.25,95.75,48.5
"도봉구 쌍문4동",2016,88.25,46.5,95.75,48.5
"도봉구 창1동",2016,88.25,45.25,95.75,48.5
"도봉구 창2동",2016,89.75,48.75,95.75,48.5
"도봉구 창3동",2016,93.5,48,95.75,48.5
"도봉구 창4동",2016,96.75,45.75,95.75,48.5
"도봉구 창5동",2016,86.5,44.5,95.75,48.5
"동대문구 답십리1동",2016,94.5,51,95.75,48.5
"동대문구 답십리2동",2016,104.5,52.25,95.75,48.5
"동대문구 용신동",2016,104.25,46,95.75,48.5
"동대문구 이문1동",2016,103.5,51.25,95.75,48.5
"동대문구 이문2동",2016,102,50.75,95.75,48.5
"동대문구 장안1동",2016,98.5,44.5,95.75,48.5
"동대문구 장안2동",2016,94,44.25,95.75,48.5
"동대문구 전농1동",2016,103.75,53.5,95.75,48.5
"동대문구 전농2동",2016,107.5,48.25,95.75,48.5
"동대문구 제기동",2016,127,57,95.75,48.5
"동대문구 청량리동",2016,133,54,95.75,48.5
"동대문구 회기동",2016,89.25,46,95.75,48.5
"동대문구 휘경1동",2016,98.75,49.5,95.75,48.5
"동대문구 휘경2동",2016,86,48.75,95.75,48.5
"동작구 노량진1동",2016,105.25,56.25,95.75,48.5
"동작구 노량진2동",2016,107.75,53.25,95.75,48.5
"동작구 대방동",2016,95.5,48.25,95.75,48.5
"동작구 사당1동",2016,92.75,47,95.75,48.5
"동작구 사당2동",2016,95.5,49.75,95.75,48.5
"동작구 사당3동",2016,99.5,49,95.75,48.5
"동작구 사당4동",2016,96.75,48,95.75,48.5
"동작구 사당5동",2016,97.5,49,95.75,48.5
"동작구 상도1동",2016,90.25,51,95.75,48.5
"동작구 상도2동",2016,108.5,54,95.75,48.5
"동작구 상도3동",2016,96.25,51.75,95.75,48.5
"동작구 상도4동",2016,99.25,48.75,95.75,48.5
"동작구 신대방1동",2016,99.25,48.75,95.75,48.5
"동작구 신대방2동",2016,96.25,49.25,95.75,48.5
"동작구 흑석동",2016,102.5,55.25,95.75,48.5
"마포구 공덕동",2016,104,51.5,95.75,48.5
"마포구 대흥동",2016,103.25,50.5,95.75,48.5
"마포구 도화동",2016,97.5,50.5,95.75,48.5
"마포구 망원1동",2016,88,46.25,95.75,48.5
"마포구 망원2동",2016,87.5,44.5,95.75,48.5
"마포구 상암동",2016,55.5,41,95.75,48.5
"마포구 서강동",2016,72.5,44.25,95.75,48.5
"마포구 서교동",2016,71,45.25,95.75,48.5
"마포구 성산1동",2016,85,45.25,95.75,48.5
"마포구 성산2동",2016,89.5,52,95.75,48.5
"마포구 신수동",2016,93.75,51.25,95.75,48.5
"마포구 아현동",2016,98.5,48.75,95.75,48.5
"마포구 연남동",2016,61.5,49.5,95.75,48.5
"마포구 염리동",2016,104,53,95.75,48.5
"마포구 용강동",2016,90.75,48.75,95.75,48.5
"마포구 합정동",2016,83.25,46.75,95.75,48.5
"서대문구 남가좌1동",2016,127.75,56,95.75,48.5
"서대문구 남가좌2동",2016,98.25,49.25,95.75,48.5
"서대문구 북가좌1동",2016,75.5,44,95.75,48.5
"서대문구 북가좌2동",2016,95.75,48.25,95.75,48.5
"서대문구 북아현동",2016,123,61,95.75,48.5
"서대문구 신촌동",2016,98.5,47.75,95.75,48.5
"서대문구 연희동",2016,99.25,52.5,95.75,48.5
"서대문구 천연동",2016,111.75,54.25,95.75,48.5
"서대문구 충현동",2016,108.5,54,95.75,48.5
"서대문구 홍은1동",2016,114.25,54,95.75,48.5
"서대문구 홍은2동",2016,104.5,51,95.75,48.5
"서대문구 홍제1동",2016,101,55,95.75,48.5
"서대문구 홍제2동",2016,107.5,54,95.75,48.5
"서대문구 홍제3동",2016,114.5,57.5,95.75,48.5
"서초구 내곡동",2016,95.75,56.5,95.75,48.5
"서초구 반포1동",2016,89.75,42.5,95.75,48.5
"서초구 반포2동",2016,103,58,95.75,48.5
"서초구 반포3동",2016,104.75,54.75,95.75,48.5
"서초구 반포4동",2016,114.75,59.25,95.75,48.5
"서초구 반포본동",2016,113.75,55.75,95.75,48.5
"서초구 방배1동",2016,94.75,48.25,95.75,48.5
"서초구 방배2동",2016,92.5,49.25,95.75,48.5
"서초구 방배3동",2016,111.5,47.75,95.75,48.5
"서초구 방배4동",2016,104.5,48,95.75,48.5
"서초구 방배본동",2016,99.5,46.75,95.75,48.5
"서초구 서초1동",2016,103.5,48.5,95.75,48.5
"서초구 서초2동",2016,90.75,44.25,95.75,48.5
"서초구 서초3동",2016,100.25,47.25,95.75,48.5
"서초구 서초4동",2016,94,45.75,95.75,48.5
"서초구 양재1동",2016,90.25,47.25,95.75,48.5
"서초구 양재2동",2016,100,44.75,95.75,48.5
"서초구 잠원동",2016,97.25,46.5,95.75,48.5
"성동구 금호1가동",2016,102,51.75,95.75,48.5
"성동구 금호2.3가동",2016,107.25,56.75,95.75,48.5
"성동구 금호4가동",2016,113.75,53.25,95.75,48.5
"성동구 마장동",2016,114,50.75,95.75,48.5
"성동구 사근동",2016,84,51,95.75,48.5
"성동구 성수1가1동",2016,106.5,49.25,95.75,48.5
"성동구 성수1가2동",2016,86,50,95.75,48.5
"성동구 성수2가1동",2016,96.75,48.5,95.75,48.5
"성동구 성수2가3동",2016,85.5,50.75,95.75,48.5
"성동구 송정동",2016,105.25,47,95.75,48.5
"성동구 옥수동",2016,87.75,50,95.75,48.5
"성동구 왕십리2동",2016,91,52.5,95.75,48.5
"성동구 왕십리도선동",2016,89,50.25,95.75,48.5
"성동구 용답동",2016,115.25,49.75,95.75,48.5
"성동구 응봉동",2016,111.25,50.5,95.75,48.5
"성동구 행당1동",2016,85.25,50.5,95.75,48.5
"성동구 행당2동",2016,80,49.75,95.75,48.5
"성북구 길음1동",2016,107.25,52.25,95.75,48.5
"성북구 길음2동",2016,79.75,54.25,95.75,48.5
"성북구 돈암1동",2016,98.75,47.75,95.75,48.5
"성북구 돈암2동",2016,99,46.5,95.75,48.5
"성북구 동선동",2016,90.5,47.25,95.75,48.5
"성북구 보문동",2016,103.75,48,95.75,48.5
"성북구 삼선동",2016,93.5,51.75,95.75,48.5
"성북구 석관동",2016,105.75,50.5,95.75,48.5
"성북구 성북동",2016,103,63.5,95.75,48.5
"성북구 안암동",2016,91,51,95.75,48.5
"성북구 월곡1동",2016,105.25,47.75,95.75,48.5
"성북구 월곡2동",2016,90.75,50.75,95.75,48.5
"성북구 장위1동",2016,112.25,50,95.75,48.5
"성북구 장위2동",2016,123,50.5,95.75,48.5
"성북구 장위3동",2016,113.25,57.25,95.75,48.5
"성북구 정릉1동",2016,95.25,49.25,95.75,48.5
"성북구 정릉2동",2016,104,58.5,95.75,48.5
"성북구 정릉3동",2016,108.75,55.5,95.75,48.5
"성북구 정릉4동",2016,94.5,53.5,95.75,48.5
"성북구 종암동",2016,101,53,95.75,48.5
"송파구 가락1동",2016,111,64.75,95.75,48.5
"송파구 가락2동",2016,97.25,45.75,95.75,48.5
"송파구 가락본동",2016,86.75,43.25,95.75,48.5
"송파구 거여1동",2016,83.5,46.25,95.75,48.5
"송파구 거여2동",2016,101.5,50.5,95.75,48.5
"송파구 마천1동",2016,97.5,48.25,95.75,48.5
"송파구 마천2동",2016,103.75,50,95.75,48.5
"송파구 문정1동",2016,88,47,95.75,48.5
"송파구 문정2동",2016,60.25,38.75,95.75,48.5
"송파구 방이1동",2016,91.5,44.25,95.75,48.5
"송파구 방이2동",2016,90.75,45.5,95.75,48.5
"송파구 삼전동",2016,89,44,95.75,48.5
"송파구 석촌동",2016,99.5,44.75,95.75,48.5
"송파구 송파1동",2016,97.5,44.75,95.75,48.5
"송파구 송파2동",2016,89.75,44.75,95.75,48.5
"송파구 오금동",2016,96.75,47,95.75,48.5
"송파구 오륜동",2016,114.75,58.5,95.75,48.5
"송파구 위례동",2016,25.5,45.5,95.75,48.5
"송파구 잠실2동",2016,63.25,37,95.75,48.5
"송파구 잠실3동",2016,93.75,63,95.75,48.5
"송파구 잠실4동",2016,75.5,40.75,95.75,48.5
"송파구 잠실6동",2016,84.25,52.25,95.75,48.5
"송파구 잠실7동",2016,124.75,66.75,95.75,48.5
"송파구 잠실본동",2016,92.5,46.5,95.75,48.5
"송파구 장지동",2016,80.75,43.5,95.75,48.5
"송파구 풍납1동",2016,109,50.75,95.75,48.5
"송파구 풍납2동",2016,99.25,49.5,95.75,48.5
"양천구 목1동",2016,75,46,95.75,48.5
"양천구 목2동",2016,93,48.5,95.75,48.5
"양천구 목3동",2016,94.25,47.5,95.75,48.5
"양천구 목4동",2016,88,45.25,95.75,48.5
"양천구 목5동",2016,86,46.5,95.75,48.5
"양천구 신월1동",2016,99,44.75,95.75,48.5
"양천구 신월2동",2016,100.75,47.75,95.75,48.5
"양천구 신월3동",2016,106.75,45.25,95.75,48.5
"양천구 신월4동",2016,88,47.75,95.75,48.5
"양천구 신월5동",2016,93.75,48,95.75,48.5
"양천구 신월6동",2016,123.25,53.75,95.75,48.5
"양천구 신월7동",2016,89.75,45,95.75,48.5
"양천구 신정1동",2016,101.5,48,95.75,48.5
"양천구 신정2동",2016,89.25,46,95.75,48.5
"양천구 신정3동",2016,91,47.75,95.75,48.5
"양천구 신정4동",2016,88.75,44.25,95.75,48.5
"양천구 신정6동",2016,73.5,45,95.75,48.5
"양천구 신정7동",2016,90,46,95.75,48.5
"영등포구 당산1동",2016,96.5,45.5,95.75,48.5
"영등포구 당산2동",2016,86,48,95.75,48.5
"영등포구 대림1동",2016,106.75,45,95.75,48.5
"영등포구 대림2동",2016,86.75,42.25,95.75,48.5
"영등포구 대림3동",2016,90.5,43.75,95.75,48.5
"영등포구 도림동",2016,98.25,49.25,95.75,48.5
"영등포구 문래동",2016,86,47.75,95.75,48.5
"영등포구 신길1동",2016,109.5,49.75,95.75,48.5
"영등포구 신길3동",2016,120.75,53.5,95.75,48.5
"영등포구 신길4동",2016,98,49,95.75,48.5
"영등포구 신길5동",2016,99,47.75,95.75,48.5
"영등포구 신길6동",2016,106.5,47.25,95.75,48.5
"영등포구 신길7동",2016,105,49.75,95.75,48.5
"영등포구 양평1동",2016,104,47.25,95.75,48.5
"영등포구 양평2동",2016,91.5,47.75,95.75,48.5
"영등포구 여의동",2016,108.5,48.75,95.75,48.5
"영등포구 영등포동",2016,111,52.5,95.75,48.5
"영등포구 영등포본동",2016,85.75,51.25,95.75,48.5
"용산구 남영동",2016,106.75,53.25,95.75,48.5
"용산구 보광동",2016,94.5,52.75,95.75,48.5
"용산구 서빙고동",2016,116.25,58.25,95.75,48.5
"용산구 용문동",2016,100.25,51,95.75,48.5
"용산구 용산2가동",2016,86.5,48.25,95.75,48.5
"용산구 원효로1동",2016,105.5,48.75,95.75,48.5
"용산구 원효로2동",2016,107,46.75,95.75,48.5
"용산구 이촌1동",2016,126,60,95.75,48.5
"용산구 이촌2동",2016,120.75,66.75,95.75,48.5
"용산구 이태원1동",2016,111.5,58.5,95.75,48.5
"용산구 이태원2동",2016,72.5,51.75,95.75,48.5
"용산구 청파동",2016,101.25,49.75,95.75,48.5
"용산구 한강로동",2016,115.5,50,95.75,48.5
"용산구 한남동",2016,93.25,49.75,95.75,48.5
"용산구 효창동",2016,95.75,57,95.75,48.5
"용산구 후암동",2016,99,59,95.75,48.5
"은평구 갈현1동",2016,92.5,47,95.75,48.5
"은평구 갈현2동",2016,84.25,47,95.75,48.5
"은평구 구산동",2016,88.75,49.5,95.75,48.5
"은평구 녹번동",2016,95,51.75,95.75,48.5
"은평구 대조동",2016,89.5,48.5,95.75,48.5
"은평구 불광1동",2016,97,50.5,95.75,48.5
"은평구 불광2동",2016,98.75,51,95.75,48.5
"은평구 수색동",2016,138.75,56.75,95.75,48.5
"은평구 신사1동",2016,91.75,46.5,95.75,48.5
"은평구 신사2동",2016,94.5,49,95.75,48.5
"은평구 역촌동",2016,84.25,47,95.75,48.5
"은평구 응암1동",2016,98,49.5,95.75,48.5
"은평구 응암2동",2016,88.25,55.5,95.75,48.5
"은평구 응암3동",2016,104.75,51,95.75,48.5
"은평구 증산동",2016,100.75,49.25,95.75,48.5
"은평구 진관동",2016,60,44.5,95.75,48.5
"종로구 가회동",2016,97.5,55.75,95.75,48.5
"종로구 교남동",2016,157.75,60.75,95.75,48.5
"종로구 무악동",2016,103.5,63,95.75,48.5
"종로구 부암동",2016,90.25,54.25,95.75,48.5
"종로구 사직동",2016,109.75,53.75,95.75,48.5
"종로구 삼청동",2016,78,52.5,95.75,48.5
"종로구 숭인1동",2016,100.25,51.25,95.75,48.5
"종로구 숭인2동",2016,110.5,42,95.75,48.5
"종로구 이화동",2016,94.25,52.25,95.75,48.5
"종로구 종로1.2.3.4가동",2016,127.75,58.75,95.75,48.5
"종로구 종로5.6가동",2016,129.5,57.5,95.75,48.5
"종로구 창신1동",2016,110,50.5,95.75,48.5
"종로구 창신2동",2016,125.75,60,95.75,48.5
"종로구 창신3동",2016,94.5,53.25,95.75,48.5
"종로구 청운효자동",2016,90,56,95.75,48.5
"종로구 평창동",2016,99,55,95.75,48.5
"종로구 혜화동",2016,95.5,51,95.75,48.5
"중구 광희동",2016,118,49.75,95.75,48.5
"중구 다산동",2016,100.5,52,95.75,48.5
"중구 동화동",2016,95.75,48.25,95.75,48.5
"중구 명동",2016,129.5,53.25,95.75,48.5
"중구 소공동",2016,119,62,95.75,48.5
"중구 신당5동",2016,99.5,51.5,95.75,48.5
"중구 신당동",2016,116.75,51,95.75,48.5
"중구 약수동",2016,100,52.5,95.75,48.5
"중구 을지로동",2016,152.5,61,95.75,48.5
"중구 장충동",2016,112.5,54.75,95.75,48.5
"중구 중림동",2016,106,56.25,95.75,48.5
"중구 청구동",2016,95.75,46.25,95.75,48.5
"중구 필동",2016,119.5,52.5,95.75,48.5
"중구 황학동",2016,118,60.25,95.75,48.5
"중구 회현동",2016,135,58,95.75,48.5
"중랑구 망우3동",2016,94.5,44.25,95.75,48.5
"중랑구 망우본동",2016,101,46,95.75,48.5
"중랑구 면목2동",2016,98.75,45.5,95.75,48.5
"중랑구 면목3.8동",2016,93.25,46,95.75,48.5
"중랑구 면목4동",2016,92.5,46.75,95.75,48.5
"중랑구 면목5동",2016,98.25,47,95.75,48.5
"중랑구 면목7동",2016,103,47.5,95.75,48.5
"중랑구 면목본동",2016,94,46,95.75,48.5
"중랑구 묵1동",2016,87.5,48,95.75,48.5
"중랑구 묵2동",2016,94,47.5,95.75,48.5
"중랑구 상봉1동",2016,77.5,48.25,95.75,48.5
"중랑구 상봉2동",2016,96.5,45.5,95.75,48.5
"중랑구 신내1동",2016,85.75,46.5,95.75,48.5
"중랑구 신내2동",2016,84,46,95.75,48.5
"중랑구 중화1동",2016,96.75,48.5,95.75,48.5
"중랑구 중화2동",2016,101.25,46.5,95.75,48.5
"강남구 개포1동",2017,105.75,56.25,97.25,49.75
"강남구 개포2동",2017,104.75,52.75,97.25,49.75
"강남구 개포4동",2017,106,47.25,97.25,49.75
"강남구 논현1동",2017,86.75,45.75,97.25,49.75
"강남구 논현2동",2017,89.25,46,97.25,49.75
"강남구 대치1동",2017,92.25,50.75,97.25,49.75
"강남구 대치2동",2017,96.5,49.25,97.25,49.75
"강남구 대치4동",2017,76.5,45,97.25,49.75
"강남구 도곡1동",2017,96.25,47.75,97.25,49.75
"강남구 도곡2동",2017,94,48.25,97.25,49.75
"강남구 삼성1동",2017,88,54,97.25,49.75
"강남구 삼성2동",2017,82.5,46,97.25,49.75
"강남구 세곡동",2017,51.75,46.25,97.25,49.75
"강남구 수서동",2017,98.25,52.25,97.25,49.75
"강남구 신사동",2017,87,47.5,97.25,49.75
"강남구 압구정동",2017,96.5,46.25,97.25,49.75
"강남구 역삼1동",2017,78.75,43.5,97.25,49.75
"강남구 역삼2동",2017,82.75,45,97.25,49.75
"강남구 일원1동",2017,101.25,50.75,97.25,49.75
"강남구 일원2동",2017,101.5,53.5,97.25,49.75
"강남구 일원본동",2017,95,48,97.25,49.75
"강남구 청담동",2017,87.25,46.75,97.25,49.75
"강동구 강일동",2017,57.25,38.75,97.25,49.75
"강동구 고덕1동",2017,84.25,49.25,97.25,49.75
"강동구 고덕2동",2017,116.75,56.75,97.25,49.75
"강동구 길동",2017,91.5,44.75,97.25,49.75
"강동구 둔촌2동",2017,95.5,46.5,97.25,49.75
"강동구 명일1동",2017,98.5,47.5,97.25,49.75
"강동구 명일2동",2017,99.25,51.75,97.25,49.75
"강동구 상일동",2017,103.75,55.25,97.25,49.75
"강동구 성내1동",2017,93.5,47.25,97.25,49.75
"강동구 성내2동",2017,90.5,46,97.25,49.75
"강동구 성내3동",2017,98.5,44.25,97.25,49.75
