"자치구행정동명","년도","운영평균","폐업평균","서울운영평균","서울시폐업평균"
"강남구 도곡1동",2019,106.75,50.25,108.5,53.25
"강남구 도곡2동",2019,112.25,52.25,108.5,53.25
"강남구 삼성1동",2019,107.75,56,108.5,53.25
"강남구 삼성2동",2019,97.5,49,108.5,53.25
"강남구 세곡동",2019,63.75,48,108.5,53.25
"강남구 수서동",2019,116.75,57.75,108.5,53.25
"강남구 신사동",2019,96.75,49.75,108.5,53.25
"강남구 압구정동",2019,105.5,48.75,108.5,53.25
"강남구 역삼1동",2019,98.5,46.5,108.5,53.25
"강남구 역삼2동",2019,100.5,46.75,108.5,53.25
"강남구 일원1동",2019,111.75,53.75,108.5,53.25
"강남구 일원2동",2019,115,55.25,108.5,53.25
"강남구 일원본동",2019,103.75,49.75,108.5,53.25
"강남구 청담동",2019,98.25,50.25,108.5,53.25
"강동구 강일동",2019,71.5,42.5,108.5,53.25
"강동구 고덕1동",2019,86.5,50.75,108.5,53.25
"강동구 고덕2동",2019,120.75,59,108.5,53.25
"강동구 길동",2019,101.25,47,108.5,53.25
"강동구 둔촌2동",2019,108.75,49,108.5,53.25
"강동구 명일1동",2019,107.5,49,108.5,53.25
"강동구 명일2동",2019,108.5,53.5,108.5,53.25
"강동구 상일동",2019,114.5,57,108.5,53.25
"강동구 성내1동",2019,105.75,51,108.5,53.25
"강동구 성내2동",2019,101,47.25,108.5,53.25
"강동구 성내3동",2019,107.75,47,108.5,53.25
"강동구 암사1동",2019,98.75,48.25,108.5,53.25
"강동구 암사2동",2019,103.75,49.75,108.5,53.25
"강동구 암사3동",2019,96.75,54.25,108.5,53.25
"강동구 천호1동",2019,100.5,49,108.5,53.25
"강동구 천호2동",2019,104,51.25,108.5,53.25
"강동구 천호3동",2019,106,49,108.5,53.25
"강북구 미아동",2019,101.5,48.75,108.5,53.25
"강북구 번1동",2019,101,47,108.5,53.25
"강북구 번2동",2019,107,52.75,108.5,53.25
"강북구 번3동",2019,106,48.5,108.5,53.25
"강북구 삼각산동",2019,89,50,108.5,53.25
"강북구 삼양동",2019,112.5,52.25,108.5,53.25
"강북구 송중동",2019,99,50.75,108.5,53.25
"강북구 송천동",2019,112.75,54.75,108.5,53.25
"강북구 수유1동",2019,114.75,53,108.5,53.25
"강북구 수유2동",2019,103.25,51.25,108.5,53.25
"강북구 수유3동",2019,103.5,48.25,108.5,53.25
"강북구 우이동",2019,103.25,52.25,108.5,53.25
"강북구 인수동",2019,98.25,51,108.5,53.25
"강서구 가양1동",2019,48.25,46.5,108.5,53.25
"강서구 가양2동",2019,101.5,49.5,108.5,53.25
"강서구 가양3동",2019,104.5,52.75,108.5,53.25
"강서구 공항동",2019,101.75,49.75,108.5,53.25
"강서구 등촌1동",2019,93.25,52.75,108.5,53.25
"강서구 등촌2동",2019,106.25,47.75,108.5,53.25
"강서구 등촌3동",2019,90.75,49,108.5,53.25
"강서구 발산1동",2019,98.5,56,108.5,53.25
"강서구 방화1동",2019,97.25,50,108.5,53.25
"강서구 방화2동",2019,103,52.25,108.5,53.25
"강서구 방화3동",2019,111.5,52.25,108.5,53.25
"강서구 염창동",2019,106.5,54.25,108.5,53.25
"강서구 우장산동",2019,91.5,49,108.5,53.25
"강서구 화곡1동",2019,102.5,48.75,108.5,53.25
"강서구 화곡2동",2019,106.25,49,108.5,53.25
"강서구 화곡3동",2019,92.5,49.25,108.5,53.25
"강서구 화곡4동",2019,103.25,48.5,108.5,53.25
"강서구 화곡6동",2019,96.75,46,108.5,53.25
"강서구 화곡8동",2019,97.5,49,108.5,53.25
"강서구 화곡본동",2019,108.75,51.25,108.5,53.25
"관악구 낙성대동",2019,91.25,51.75,108.5,53.25
"관악구 난곡동",2019,114.25,58,108.5,53.25
"관악구 난향동",2019,99.75,49.25,108.5,53.25
"관악구 남현동",2019,109.25,54,108.5,53.25
"관악구 대학동",2019,100,51,108.5,53.25
"관악구 미성동",2019,115,53.75,108.5,53.25
"관악구 보라매동",2019,99.5,52,108.5,53.25
"관악구 삼성동",2019,129.75,58.5,108.5,53.25
"관악구 서림동",2019,105.5,54.25,108.5,53.25
"관악구 서원동",2019,105.25,54,108.5,53.25
"관악구 성현동",2019,99.5,48.75,108.5,53.25
"관악구 신림동",2019,103.5,49,108.5,53.25
"관악구 신사동",2019,104.75,49.75,108.5,53.25
"관악구 신원동",2019,104.75,52,108.5,53.25
"관악구 은천동",2019,106.5,50.75,108.5,53.25
"관악구 인헌동",2019,103.75,52.25,108.5,53.25
"관악구 조원동",2019,119,48.25,108.5,53.25
"관악구 중앙동",2019,104.5,51.75,108.5,53.25
"관악구 청룡동",2019,105.25,50.25,108.5,53.25
"관악구 청림동",2019,103.75,57.25,108.5,53.25
"관악구 행운동",2019,112.5,51.75,108.5,53.25
"광진구 광장동",2019,95,53,108.5,53.25
"광진구 구의1동",2019,111.5,50,108.5,53.25
"광진구 구의2동",2019,105,56,108.5,53.25
"광진구 구의3동",2019,114.75,54.75,108.5,53.25
"광진구 군자동",2019,106.5,51.75,108.5,53.25
"광진구 능동",2019,102.25,53,108.5,53.25
"광진구 자양1동",2019,108,51.25,108.5,53.25
"광진구 자양2동",2019,108.25,52,108.5,53.25
"광진구 자양3동",2019,97,51.75,108.5,53.25
"광진구 자양4동",2019,101,51.25,108.5,53.25
"광진구 중곡1동",2019,108,51.5,108.5,53.25
"광진구 중곡2동",2019,101,49.25,108.5,53.25
"광진구 중곡3동",2019,102,49.25,108.5,53.25
"광진구 중곡4동",2019,106.5,52.5,108.5,53.25
"광진구 화양동",2019,90.5,49.75,108.5,53.25
"구로구 가리봉동",2019,118.5,52.75,108.5,53.25
"구로구 개봉1동",2019,110.75,53.25,108.5,53.25
"구로구 개봉2동",2019,109.5,55.5,108.5,53.25
"구로구 개봉3동",2019,123.75,50.5,108.5,53.25
"구로구 고척1동",2019,108.75,52,108.5,53.25
"구로구 고척2동",2019,109.5,53.75,108.5,53.25
"구로구 구로1동",2019,125.75,54.5,108.5,53.25
"구로구 구로2동",2019,126.5,53,108.5,53.25
"구로구 구로3동",2019,88.75,48,108.5,53.25
"구로구 구로4동",2019,109.25,49,108.5,53.25
"구로구 구로5동",2019,99.25,50.25,108.5,53.25
"구로구 수궁동",2019,107.25,54.5,108.5,53.25
"구로구 신도림동",2019,94,49,108.5,53.25
"구로구 오류1동",2019,112.5,55.25,108.5,53.25
"구로구 오류2동",2019,90.5,51.75,108.5,53.25
"금천구 가산동",2019,88,47.5,108.5,53.25
"금천구 독산1동",2019,100.5,54.5,108.5,53.25
"금천구 독산2동",2019,108.5,51.75,108.5,53.25
"금천구 독산3동",2019,117.75,48.75,108.5,53.25
"금천구 독산4동",2019,108.75,52,108.5,53.25
"금천구 시흥1동",2019,110.25,53.75,108.5,53.25
"금천구 시흥2동",2019,96.75,51.5,108.5,53.25
"금천구 시흥3동",2019,137.25,57,108.5,53.25
"금천구 시흥4동",2019,110.5,48,108.5,53.25
"금천구 시흥5동",2019,113.5,52.5,108.5,53.25
"노원구 공릉1동",2019,105.75,52.25,108.5,53.25
"노원구 공릉2동",2019,91.75,51.25,108.5,53.25
"노원구 상계10동",2019,100,50.5,108.5,53.25
"노원구 상계1동",2019,93.5,49,108.5,53.25
"노원구 상계2동",2019,91.75,46.25,108.5,53.25
"노원구 상계3.4동",2019,114.75,56,108.5,53.25
"노원구 상계5동",2019,106,49.75,108.5,53.25
"노원구 상계6.7동",2019,103,49,108.5,53.25
"노원구 상계8동",2019,107.75,57,108.5,53.25
"노원구 상계9동",2019,109,51.75,108.5,53.25
"노원구 월계1동",2019,102.25,53.25,108.5,53.25
"노원구 월계2동",2019,97.5,54.75,108.5,53.25
"노원구 월계3동",2019,103,49.5,108.5,53.25
"노원구 중계1동",2019,95.5,50,108.5,53.25
"노원구 중계2.3동",2019,101.5,52,108.5,53.25
"노원구 중계4동",2019,94.75,47.5,108.5,53.25
"노원구 중계본동",2019,88.5,49.75,108.5,53.25
"노원구 하계1동",2019,102.75,54.75,108.5,53.25
"노원구 하계2동",2019,114.75,60.5,108.5,53.25
"도봉구 도봉1동",2019,109.75,52,108.5,53.25
"도봉구 도봉2동",2019,101.25,49.25,108.5,53.25
"도봉구 방학1동",2019,100,47.5,108.5,53.25
"도봉구 방학2동",2019,100.75,49.25,108.5,53.25
"도봉구 방학3동",2019,100.75,54.25,108.5,53.25
"도봉구 쌍문1동",2019,102.25,51.25,108.5,53.25
"도봉구 쌍문2동",2019,98.5,49.75,108.5,53.25
"도봉구 쌍문3동",2019,101.75,51.25,108.5,53.25
"도봉구 쌍문4동",2019,95.75,50.75,108.5,53.25
"도봉구 창1동",2019,96,50,108.5,53.25
"도봉구 창2동",2019,98.5,51.25,108.5,53.25
"도봉구 창3동",2019,106.5,52.75,108.5,53.25
"도봉구 창4동",2019,108.75,51.25,108.5,53.25
"도봉구 창5동",2019,98.75,48.5,108.5,53.25
"동대문구 답십리1동",2019,110,55.75,108.5,53.25
"동대문구 답십리2동",2019,137.25,61.25,108.5,53.25
"동대문구 용신동",2019,120.75,56.25,108.5,53.25
"동대문구 이문1동",2019,115.75,57.5,108.5,53.25
"동대문구 이문2동",2019,116.25,56,108.5,53.25
"동대문구 장안1동",2019,114.25,50.5,108.5,53.25
"동대문구 장안2동",2019,106.5,48.5,108.5,53.25
"동대문구 전농1동",2019,108.25,56,108.5,53.25
"동대문구 전농2동",2019,121.75,52.25,108.5,53.25
"동대문구 제기동",2019,139.25,69.5,108.5,53.25
"동대문구 청량리동",2019,155,60.5,108.5,53.25
"동대문구 회기동",2019,93.25,48.5,108.5,53.25
"동대문구 휘경1동",2019,109.75,52.25,108.5,53.25
"동대문구 휘경2동",2019,97,52.5,108.5,53.25
"동작구 노량진1동",2019,133.25,73,108.5,53.25
"동작구 노량진2동",2019,128,59.5,108.5,53.25
"동작구 대방동",2019,108.25,53.75,108.5,53.25
"동작구 사당1동",2019,102,50.75,108.5,53.25
"동작구 사당2동",2019,104.5,53,108.5,53.25
"동작구 사당3동",2019,106.25,54,108.5,53.25
"동작구 사당4동",2019,111.25,51.75,108.5,53.25
"동작구 사당5동",2019,108,53,108.5,53.25
"동작구 상도1동",2019,98.25,55.75,108.5,53.25
"동작구 상도2동",2019,118.25,56,108.5,53.25
"동작구 상도3동",2019,105,53,108.5,53.25
"동작구 상도4동",2019,108,53.5,108.5,53.25
"동작구 신대방1동",2019,112.5,51,108.5,53.25
"동작구 신대방2동",2019,109.5,52.5,108.5,53.25
"동작구 흑석동",2019,108,59,108.5,53.25
"마포구 공덕동",2019,116.25,57.25,108.5,53.25
"마포구 대흥동",2019,113.5,55,108.5,53.25
"마포구 도화동",2019,104.25,54,108.5,53.25
"마포구 망원1동",2019,86,49.75,108.5,53.25
"마포구 망원2동",2019,98,48,108.5,53.25
"마포구 상암동",2019,65,44,108.5,53.25
"마포구 서강동",2019,83.5,47,108.5,53.25
"마포구 서교동",2019,81.25,47,108.5,53.25
"마포구 성산1동",2019,96.5,51.25,108.5,53.25
"마포구 성산2동",2019,101.25,57,108.5,53.25
"마포구 신수동",2019,109.25,55.25,108.5,53.25
"마포구 아현동",2019,109.25,53.75,108.5,53.25
"마포구 연남동",2019,62.5,47.75,108.5,53.25
"마포구 염리동",2019,105.5,56,108.5,53.25
"마포구 용강동",2019,106.25,53,108.5,53.25
"마포구 합정동",2019,85.75,49,108.5,53.25
"서대문구 남가좌1동",2019,123,62.5,108.5,53.25
"서대문구 남가좌2동",2019,104.5,53.25,108.5,53.25
"서대문구 북가좌1동",2019,93,48.5,108.5,53.25
"서대문구 북가좌2동",2019,107.5,52.25,108.5,53.25
"서대문구 북아현동",2019,128,63,108.5,53.25
"서대문구 신촌동",2019,110,50.75,108.5,53.25
"서대문구 연희동",2019,107.5,54.75,108.5,53.25
"서대문구 천연동",2019,119.5,57.5,108.5,53.25
"서대문구 충현동",2019,120.5,59.75,108.5,53.25
"서대문구 홍은1동",2019,119,58.5,108.5,53.25
"서대문구 홍은2동",2019,109.75,56.75,108.5,53.25
"서대문구 홍제1동",2019,115.25,55.75,108.5,53.25
"서대문구 홍제2동",2019,117,58.25,108.5,53.25
"서대문구 홍제3동",2019,118.5,62,108.5,53.25
"서초구 내곡동",2019,115.25,62.5,108.5,53.25
"서초구 반포1동",2019,104.5,45.75,108.5,53.25
"서초구 반포2동",2019,118.25,66.5,108.5,53.25
"서초구 반포3동",2019,121.25,58.75,108.5,53.25
"서초구 반포4동",2019,135,62.75,108.5,53.25
"서초구 반포본동",2019,130,58,108.5,53.25
"서초구 방배1동",2019,111.5,53,108.5,53.25
"서초구 방배2동",2019,105,55.25,108.5,53.25
"서초구 방배3동",2019,128.5,54,108.5,53.25
"서초구 방배4동",2019,119,53.75,108.5,53.25
"서초구 방배본동",2019,113,51,108.5,53.25
"서초구 서초1동",2019,117.75,54.25,108.5,53.25
"서초구 서초2동",2019,105.5,49,108.5,53.25
"서초구 서초3동",2019,117,54.25,108.5,53.25
"서초구 서초4동",2019,110,52,108.5,53.25
"서초구 양재1동",2019,107.75,52.75,108.5,53.25
"서초구 양재2동",2019,124,51.25,108.5,53.25
"서초구 잠원동",2019,109.25,50.5,108.5,53.25
"성동구 금호1가동",2019,109,55,108.5,53.25
"성동구 금호2.3가동",2019,107.75,60,108.5,53.25
"성동구 금호4가동",2019,111.5,58,108.5,53.25
"성동구 마장동",2019,124.75,72,108.5,53.25
"성동구 사근동",2019,88,55,108.5,53.25
"성동구 성수1가1동",2019,105.5,55,108.5,53.25
"성동구 성수1가2동",2019,87.75,54,108.5,53.25
"성동구 성수2가1동",2019,105.75,52.5,108.5,53.25
"성동구 성수2가3동",2019,96.25,55.25,108.5,53.25
"성동구 송정동",2019,124.25,54,108.5,53.25
"성동구 옥수동",2019,94.25,52,108.5,53.25
"성동구 왕십리2동",2019,105.75,54.25,108.5,53.25
"성동구 왕십리도선동",2019,87,53.25,108.5,53.25
"성동구 용답동",2019,130.75,57.5,108.5,53.25
"성동구 응봉동",2019,107.5,55.5,108.5,53.25
"성동구 행당1동",2019,96.75,53.25,108.5,53.25
"성동구 행당2동",2019,86.25,52,108.5,53.25
"성북구 길음1동",2019,114.75,58,108.5,53.25
"성북구 길음2동",2019,100.25,57,108.5,53.25
"성북구 돈암1동",2019,104.75,54.25,108.5,53.25
"성북구 돈암2동",2019,105,50.25,108.5,53.25
"성북구 동선동",2019,97.25,50,108.5,53.25
"성북구 보문동",2019,114.25,53.25,108.5,53.25
"성북구 삼선동",2019,104.25,54,108.5,53.25
"성북구 석관동",2019,123,54.25,108.5,53.25
"성북구 성북동",2019,103.25,62,108.5,53.25
"성북구 안암동",2019,100,55,108.5,53.25
"성북구 월곡1동",2019,118,50.75,108.5,53.25
"성북구 월곡2동",2019,102.75,53.75,108.5,53.25
"성북구 장위1동",2019,122.75,56.75,108.5,53.25
"성북구 장위2동",2019,137,58.25,108.5,53.25
"성북구 장위3동",2019,124.5,64.75,108.5,53.25
"성북구 정릉1동",2019,109,54.5,108.5,53.25
"성북구 정릉2동",2019,114.5,60.25,108.5,53.25
"성북구 정릉3동",2019,112.75,59.25,108.5,53.25
"성북구 정릉4동",2019,104.75,55.5,108.5,53.25
"성북구 종암동",2019,110,57.5,108.5,53.25
"송파구 가락1동",2019,170,147,108.5,53.25
"송파구 가락2동",2019,109,50,108.5,53.25
"송파구 가락본동",2019,103.75,47.25,108.5,53.25
"송파구 거여1동",2019,99.75,49.25,108.5,53.25
"송파구 거여2동",2019,113.75,57,108.5,53.25
"송파구 마천1동",2019,114,51.25,108.5,53.25
"송파구 마천2동",2019,117.5,54,108.5,53.25
"송파구 문정1동",2019,103.75,50.25,108.5,53.25
"송파구 문정2동",2019,65.25,40,108.5,53.25
"송파구 방이1동",2019,99,48.75,108.5,53.25
"송파구 방이2동",2019,104.5,49.75,108.5,53.25
"송파구 삼전동",2019,104.75,48,108.5,53.25
"송파구 석촌동",2019,106.25,48.75,108.5,53.25
"송파구 송파1동",2019,101.75,48,108.5,53.25
"송파구 송파2동",2019,102,48.75,108.5,53.25
"송파구 오금동",2019,108.25,52.75,108.5,53.25
"송파구 오륜동",2019,129.75,63.5,108.5,53.25
"송파구 위례동",2019,29.5,27.25,108.5,53.25
"송파구 잠실2동",2019,79,40.25,108.5,53.25
"송파구 잠실3동",2019,116.75,63.25,108.5,53.25
"송파구 잠실4동",2019,94,46.75,108.5,53.25
"송파구 잠실6동",2019,99.5,55.5,108.5,53.25
"송파구 잠실7동",2019,141,69.5,108.5,53.25
"송파구 잠실본동",2019,109.25,49,108.5,53.25
"송파구 장지동",2019,97.5,48.25,108.5,53.25
"송파구 풍납1동",2019,125.5,54.5,108.5,53.25
"송파구 풍납2동",2019,120.5,54.75,108.5,53.25
"양천구 목1동",2019,92.5,49.75,108.5,53.25
"양천구 목2동",2019,102.5,52,108.5,53.25
"양천구 목3동",2019,104.75,51,108.5,53.25
"양천구 목4동",2019,102.25,46.25,108.5,53.25
"양천구 목5동",2019,96.5,50.75,108.5,53.25
"양천구 신월1동",2019,111.25,48,108.5,53.25
"양천구 신월2동",2019,111.75,51.25,108.5,53.25
"양천구 신월3동",2019,119,51,108.5,53.25
"양천구 신월4동",2019,102.75,51,108.5,53.25
"양천구 신월5동",2019,105.75,52.75,108.5,53.25
"양천구 신월6동",2019,129.25,63,108.5,53.25
"양천구 신월7동",2019,102,48,108.5,53.25
"양천구 신정1동",2019,110.75,50,108.5,53.25
"양천구 신정2동",2019,101.75,49.5,108.5,53.25
"양천구 신정3동",2019,105,53,108.5,53.25
"양천구 신정4동",2019,103.5,48,108.5,53.25
"양천구 신정6동",2019,92,48.5,108.5,53.25
"양천구 신정7동",2019,99.5,50.25,108.5,53.25
"영등포구 당산1동",2019,114.75,52.25,108.5,53.25
"영등포구 당산2동",2019,99.75,52,108.5,53.25
"영등포구 대림1동",2019,120,50,108.5,53.25
"영등포구 대림2동",2019,96.75,46,108.5,53.25
"영등포구 대림3동",2019,105.25,47,108.5,53.25
"영등포구 도림동",2019,109.5,53.25,108.5,53.25
"영등포구 문래동",2019,102.5,54.75,108.5,53.25
"영등포구 신길1동",2019,127.25,54.75,108.5,53.25
"영등포구 신길3동",2019,131.25,57.75,108.5,53.25
"영등포구 신길4동",2019,112.75,55.75,108.5,53.25
"영등포구 신길5동",2019,112.75,54.5,108.5,53.25
"영등포구 신길6동",2019,115,52.75,108.5,53.25
"영등포구 신길7동",2019,110,53,108.5,53.25
"영등포구 양평1동",2019,110.75,52.75,108.5,53.25
"영등포구 양평2동",2019,107.5,52.5,108.5,53.25
"영등포구 여의동",2019,120.75,52.75,108.5,53.25
"영등포구 영등포동",2019,121.75,58.25,108.5,53.25
"영등포구 영등포본동",2019,103.5,55,108.5,53.25
"용산구 남영동",2019,116.75,58,108.5,53.25
"용산구 보광동",2019,112.25,54.25,108.5,53.25
"용산구 서빙고동",2019,125.25,63,108.5,53.25
"용산구 용문동",2019,114.25,54,108.5,53.25
"용산구 용산2가동",2019,85.25,51.5,108.5,53.25
"용산구 원효로1동",2019,120.5,55.5,108.5,53.25
"용산구 원효로2동",2019,129,54.5,108.5,53.25
"용산구 이촌1동",2019,140.25,65.5,108.5,53.25
"용산구 이촌2동",2019,136.25,73.75,108.5,53.25
"용산구 이태원1동",2019,122.5,62,108.5,53.25
"용산구 이태원2동",2019,85.25,49,108.5,53.25
"용산구 청파동",2019,116.25,53.75,108.5,53.25
"용산구 한강로동",2019,127.75,56.5,108.5,53.25
"용산구 한남동",2019,98,53.25,108.5,53.25
"용산구 효창동",2019,121.5,63.75,108.5,53.25
"용산구 후암동",2019,104,61.75,108.5,53.25
"은평구 갈현1동",2019,100.75,50,108.5,53.25
"은평구 갈현2동",2019,92.75,50,108.5,53.25
"은평구 구산동",2019,98.75,52.5,108.5,53.25
"은평구 녹번동",2019,107,54.25,108.5,53.25
"은평구 대조동",2019,103.5,51.5,108.5,53.25
"은평구 불광1동",2019,105.75,54,108.5,53.25
"은평구 불광2동",2019,107.25,55,108.5,53.25
"은평구 수색동",2019,153.5,68.5,108.5,53.25
"은평구 신사1동",2019,104,49,108.5,53.25
"은평구 신사2동",2019,106.75,52.25,108.5,53.25
"은평구 역촌동",2019,98,49.25,108.5,53.25
"은평구 응암1동",2019,110,53.75,108.5,53.25
"은평구 응암2동",2019,85.5,56.75,108.5,53.25
"은평구 응암3동",2019,114,53.75,108.5,53.25
"은평구 증산동",2019,118.5,55,108.5,53.25
"은평구 진관동",2019,61.75,45.5,108.5,53.25
"종로구 가회동",2019,102.25,59.25,108.5,53.25
"종로구 교남동",2019,135.25,64,108.5,53.25
"종로구 무악동",2019,115,68,108.5,53.25
"종로구 부암동",2019,100.25,58,108.5,53.25
"종로구 사직동",2019,121.75,59.25,108.5,53.25
"종로구 삼청동",2019,90.75,55,108.5,53.25
"종로구 숭인1동",2019,124.5,58.25,108.5,53.25
"종로구 숭인2동",2019,120.25,48.5,108.5,53.25
"종로구 이화동",2019,98,55.75,108.5,53.25
"종로구 종로1.2.3.4가동",2019,139.25,66.75,108.5,53.25
"종로구 종로5.6가동",2019,135.5,65.5,108.5,53.25
"종로구 창신1동",2019,123,64.5,108.5,53.25
"종로구 창신2동",2019,136.25,63.75,108.5,53.25
"종로구 창신3동",2019,104.75,56.25,108.5,53.25
"종로구 청운효자동",2019,99.5,59,108.5,53.25
"종로구 평창동",2019,112,59.25,108.5,53.25
"종로구 혜화동",2019,105,53.25,108.5,53.25
"중구 광희동",2019,141.25,57.5,108.5,53.25
"중구 다산동",2019,108,57,108.5,53.25
"중구 동화동",2019,109.5,53.75,108.5,53.25
"중구 명동",2019,138.5,57,108.5,53.25
"중구 소공동",2019,144,68.25,108.5,53.25
"중구 신당5동",2019,111.25,55.25,108.5,53.25
"중구 신당동",2019,109.5,64,108.5,53.25
"중구 약수동",2019,112,56.75,108.5,53.25
"중구 을지로동",2019,162,71.5,108.5,53.25
"중구 장충동",2019,132,61.75,108.5,53.25
"중구 중림동",2019,116.5,61.25,108.5,53.25
"중구 청구동",2019,104.5,52.75,108.5,53.25
"중구 필동",2019,130.5,58.5,108.5,53.25
"중구 황학동",2019,132.25,68.75,108.5,53.25
"중구 회현동",2019,149.75,68.5,108.5,53.25
"중랑구 망우3동",2019,107.5,47.5,108.5,53.25
"중랑구 망우본동",2019,113.25,51,108.5,53.25
"중랑구 면목2동",2019,112,49,108.5,53.25
"중랑구 면목3.8동",2019,104,49,108.5,53.25
"중랑구 면목4동",2019,106.5,50.25,108.5,53.25
"중랑구 면목5동",2019,115.25,53,108.5,53.25
"중랑구 면목7동",2019,115.5,50,108.5,53.25
"중랑구 면목본동",2019,106.5,48.75,108.5,53.25
"중랑구 묵1동",2019,94.25,51.5,108.5,53.25
"중랑구 묵2동",2019,100.75,50.25,108.5,53.25
"중랑구 상봉1동",2019,89.75,49.25,108.5,53.25
"중랑구 상봉2동",2019,107.25,50.75,108.5,53.25
"중랑구 신내1동",2019,97,50,108.5,53.25
"중랑구 신내2동",2019,100.25,49,108.5,53.25
"중랑구 중화1동",2019,107,51.5,108.5,53.25
"중랑구 중화2동",2019,112,50.25,108.5,53.25
